AÑO_ACTIVO;CODIGO_BUQUE;CODIGO_UE;CODIGO_CFR;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST
2018;125;ESP000000125;ESP000000125;IZAR ALDE;BI-2;2739   ;EHND;3;ATUNEROS CAÑEROS CANARIAS;NO_ICES;;IEO;82300;ARRECIFE DE LANZAROTE;ARRECIFE;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;31/10/1978 0:00:00;NO;34,20;29,30;VL2440;142,25;175,00;DEFINITIVO;800,00;588,66;MADERA;1978
2018;141;ESP000000141;ESP000000141;LAYUNO ZALLO;BI-2;2797   ;EA4876;3;ATUNEROS CAÑEROS CANARIAS;NO_ICES;;IEO;82302;PUERTO DEL CARMEN             ;PUERTO DEL CARMEN;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;1/7/1983 0:00:00;NO;18,64;15,40;VL1824;37,31;37,32;DEFINITIVO;170,00;125,09;MADERA;1982
2018;265;ESP000000265;ESP000000265;SIEMPRE FORTUNA;FE-1;1837   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21220;BURELA;BURELA;LUGO;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;17/2/1977 0:00:00;NO;9,76;;VL0010;5,50;3,44;DEFINITIVO;60,00;44,15;MADERA;1977
2018;279;ESP000000279;ESP000000279;NUEVO EBENEZER;GI-4;1838   ;EFKE;3;ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.;5;FIJAS;IEO;21220;BURELA;BURELA;LUGO;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;17/10/1970 0:00:00;NO;28,15;26,01;VL2440;186,70;238,00;DEFINITIVO;660,00;485,65;ACERO;1970
2018;334;ESP000000334;ESP000000334;GONRUBEN;FE-2;2910   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21220;BURELA;BURELA;LUGO;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;10/5/1960 0:00:00;NO;8,55;;VL0010;4,82;3,05;DEFINITIVO;24,00;17,66;MADERA;1960
2018;348;ESP000000348;ESP000000348;MADOBE;TA-3;2699   ;EA6395;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63300;TARRAGONA;TARRAGONA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;28/8/1981 0:00:00;NO;28,00;;VL2440;98,76;112,00;DEFINITIVO;766,00;563,64;ACERO;1978
2018;368;ESP000000368;ESP000000368;F.PONS;TA-3;2674   ;EA2828;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63300;TARRAGONA;TARRAGONA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;22/11/1976 0:00:00;NO;26,00;;VL2440;93,83;82,79;DEFINITIVO;606,00;445,91;ACERO;1976
2018;371;ESP000000371;ESP000000371;MARIA FERRE DOS;TA-3;2675   ;EA5924;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63300;TARRAGONA;TARRAGONA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;18/1/1984 0:00:00;NO;28,00;;VL2440;98,76;96,97;DEFINITIVO;700,00;515,08;ACERO;1978
2018;377;ESP000000377;ESP000000377;PACHINANDO;TA-3;2407   ;EA3283;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;3/5/1969 0:00:00;NO;17,78;14,25;VL1218;28,53;22,89;DEFINITIVO;400,00;294,33;ACERO;1969
2018;379;ESP000000379;ESP000000379;CHIMO;TA-3;2655   ;EA6298;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;63300;TARRAGONA;TARRAGONA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;31/3/1977 0:00:00;NO;15,70;;VL1218;37,09;30,88;DEFINITIVO;286,00;210,44;ACERO;1975
2018;384;ESP000000384;ESP000000384;DOLORES DALMAU;TA-3;2558   ;EA5898;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;63320;CAMBRILS;CAMBRILS;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;12/11/1975 0:00:00;NO;16,40;;VL1218;32,29;30,01;DEFINITIVO;275,00;202,35;MADERA;1972
2018;414;ESP000000414;ESP000000414;HERMANOS BRULL VILA;TA-3;2485   ;EA8456;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;6/4/1972 0:00:00;NO;20,00;;VL1824;47,94;34,93;DEFINITIVO;400,00;294,33;ACERO;1971
2018;421;ESP000000421;ESP000000421;AVANZA;TA-3;2091   ;EA3698;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;64500;PALAMOS                       ;PALAMÓS;GIRONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;10/11/1950 0:00:00;NO;15,10;13,50;VL1218;22,02;18,77;DEFINITIVO;65,00;47,82;MADERA;1948
2018;424;ESP000000424;ESP000000424;BELL HORITZO;BA-2;3846   ;EA2542;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;22/9/1980 0:00:00;NO;23,42;20,16;VL1824;72,19;67,38;DEFINITIVO;566,00;416,48;MADERA;1977
2018;428;ESP000000428;ESP000000428;CIROAG;BA-2;3850   ;EA2529;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;19/9/1980 0:00:00;NO;21,30;18,71;VL1824;46,22;53,90;DEFINITIVO;430,00;316,40;MADERA;1977
2018;452;ESP000000452;ESP000000452;ENRIQUETA;TA-2;1096   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;26/8/1968 0:00:00;NO;9,15;7,20;VL0010;3,68;3,65;DEFINITIVO;48,00;35,32;MADERA;1968
2018;453;ESP000000453;ESP000000453;HERMANOS SALISFREDO;TA-2;1263   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;IEO;61200;VALENCIA;VALENCIA;VALENCIA;VALENCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;13/10/1980 0:00:00;NO;10,88;;VL1012;6,07;4,24;DEFINITIVO;70,00;51,50;MADERA;1979
2018;457;ESP000000457;ESP000000457;LOS BICHOS;TA-2;1027   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;18/6/1964 0:00:00;NO;9,65;;VL0010;4,17;4,84;DEFINITIVO;46,00;33,84;MADERA;1962
2018;458;ESP000000458;ESP000000458;MARIA CANDELARIA;TA-2;1101   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63330;TORREDEMBARRA                 ;TORREDEMBARRA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;15/1/1969 0:00:00;NO;9,15;;VL0010;3,87;3,42;DEFINITIVO;69,00;50,77;MADERA;1968
2018;459;ESP000000459;ESP000000459;MARIA;TA-2;1111   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63210;AMETLLA DE MAR;L'AMETLLA DE MAR;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;9/9/1969 0:00:00;NO;7,05;;VL0010;4,63;6,48;DEFINITIVO;50,00;36,79;MADERA;1968
2018;460;ESP000000460;ESP000000460;MIGUEL Y PAQUITA;TA-2;1159   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63320;CAMBRILS                      ;CAMBRILS;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;21/4/1971 0:00:00;NO;11,45;;VL1012;7,98;5,87;DEFINITIVO;60,00;44,15;MADERA;1970
2018;467;ESP000000467;ESP000000467;PAELLA;TA-2;1057   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63220;AMPOLLA;L'AMPOLLA;TARRAGONA;CATALUÑA;RETIRADA DE LA ACTIVIDAD PESQUERA;;10/5/1989 0:00:00;24/5/2018 0:00:00;5/3/1968 0:00:00;NO;7,26;;VL0010;3,63;3,18;DEFINITIVO;49,00;36,05;MADERA;1967
2018;468;ESP000000468;ESP000000468;JAUME I;TA-2;1272   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63220;AMPOLLA;L'AMPOLLA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;25/3/1986 0:00:00;NO;13,03;;VL1218;13,93;18,14;DEFINITIVO;230,00;169,24;MADERA;1980
2018;475;ESP000000475;ESP000000475;LA PUBILLA;TA-2;1265   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;63240;DELTEBRE;DELTEBRE;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;3/9/1980 0:00:00;NO;13,20;;VL1218;11,00;9,25;DEFINITIVO;115,00;84,62;MADERA;1980
2018;486;ESP000000486;ESP000000486;MARIPEIX;4TA-2;1-11   ;;4;SIN CENSO ABIERTO;NO_ICES;;;64100;VILANOVA I LA GELTRU          ;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;20/12/1991 0:00:00;20/12/1991 0:00:00;1/4/1982 0:00:00;NO;12,96;11,30;VL1218;15,42;17,20;DEFINITIVO;116,00;85,35;POLIESTER;1982
2018;514;ESP000000514;ESP000000514;CELSO;TE-1;3912   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;81100;STA CRUZ TENERIFE;STA CRUZ TENERIFE;SANTA CRUZ DE TENERIFE;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;5/7/1979 0:00:00;NO;5,70;;VL0010;1,75;0,94;DEFINITIVO;9,50;6,99;MADERA;1961
2018;518;ESP000000518;ESP000000518;MARBELLA;TE-3;306    ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;81100;STA CRUZ TENERIFE;STA CRUZ TENERIFE;SANTA CRUZ DE TENERIFE;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;21/1/1969 0:00:00;NO;11,05;;VL1012;10,00;7,98;DEFINITIVO;94,00;69,16;MADERA;1968
2018;519;ESP000000519;ESP000000519;LEON;TE-1;3849   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;82302;PUERTO DEL CARMEN             ;PUERTO DEL CARMEN;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;20/1/1975 0:00:00;NO;11,89;;VL1012;9,96;8,64;DEFINITIVO;115,00;84,62;MADERA;1974
2018;524;ESP000000524;ESP000000524;SAN PEDRO;TE-1;3650   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;82300;ARRECIFE DE LANZAROTE         ;ARRECIFE;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;28/2/2014 0:00:00;17/4/1970 0:00:00;NO;10,31;;VL1012;8,49;4,81;DEFINITIVO;40,00;29,43;MADERA;1969
2018;541;ESP000000541;ESP000000541;PLAYA DE TAJAO;TE-1;3879   ;;3;ATUNEROS CAÑEROS CANARIAS;NO_ICES;;IEO;81560;SAN MIGUEL DE TAJAO;SAN MIGUEL DE TAJAO;SANTA CRUZ DE TENERIFE;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;6/8/1977 0:00:00;NO;10,59;9,75;VL1012;6,65;6,06;DEFINITIVO;75,00;55,18;MADERA;1977
2018;543;ESP000000543;ESP000000543;JUANITO;TE-1;3479   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;81100;STA CRUZ TENERIFE;STA CRUZ TENERIFE;SANTA CRUZ DE TENERIFE;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;27/4/1966 0:00:00;NO;7,93;;VL0010;2,92;2,39;DEFINITIVO;12,00;8,83;MADERA;1966
2018;544;ESP000000544;ESP000000544;EL UNION;TE-1;3672   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;82210;GRAN TARAJAL                  ;GRAN TARAJAL;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;4/6/2013 0:00:00;2/7/1970 0:00:00;NO;11,79;10,00;VL1012;9,17;7,41;DEFINITIVO;95,00;69,90;MADERA;1970
2018;549;ESP000000549;ESP000000549;ANGELITO;CO-6;2025   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22600;MUROS;MUROS;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;7/8/1958 0:00:00;NO;5,54;;VL0010;0,40;0,89;DEFINITIVO;22,00;16,18;MADERA;1958
2018;561;ESP000000561;ESP000000561;LAVANDEIRA;CO-6;2126   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;26/9/1970 0:00:00;NO;5,60;;VL0010;1,18;1,29;DEFINITIVO;20,00;14,71;POLIESTER;1970
2018;570;ESP000000570;ESP000000570;MARCELO;CO-6;2181   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA                          ;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;8/7/1980 0:00:00;NO;5,53;;VL0010;1,38;0,99;DEFINITIVO;30,00;22,07;POLIESTER;1980
2018;582;ESP000000582;ESP000000582;PESCADOR SEGUNDO;CO-5;1801   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22600;MUROS;MUROS;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;16/11/1973 0:00:00;NO;5,55;;VL0010;2,25;1,25;DEFINITIVO;20,00;14,71;POLIESTER;1973
2018;590;ESP000000590;ESP000000590;BERTA IV;3CO-6;2188;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22600;Muros;MUROS;A CORUÑA;GALICIA;Alta Definitiva;;10/5/1989 0:00:00;10/5/1989 0:00:00;13/8/1981 0:00:00;NO;5,32;0,00;VL0010;1,47;1,16;DEFINITIVO;5,00;3,67;Poliester;1981
2018;618;ESP000000618;ESP000000618;NANDO;4VI-7;1-91   ;EA4263;4;SIN CENSO ABIERTO;NO_ICES;;IEO;23340;VILLANUEVA                    ;VILANOVA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;2/11/1971 0:00:00;NO;18,17;16,00;VL1824;37,42;50,97;PROVISIONAL;222,00;163,35;MADERA;1971
2018;631;ESP000000631;ESP000000631;MIÑO;VI-1;1870   ;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24100;PORTONOVO;PORTONOVO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;21/4/1981 0:00:00;NO;10,90;;VL1012;8,75;6,49;DEFINITIVO;75,00;55,18;MADERA;1979
2018;634;ESP000000634;ESP000000634;PLAYA DE SABON;VI-7;3521   ;EA4853;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31100;AYAMONTE;AYAMONTE;HUELVA;ANDALUCIA;BAJA POR NUEVA CONSTRUCCION;;10/5/1989 0:00:00;1/6/2018 0:00:00;20/6/1973 0:00:00;NO;18,40;14,85;VL1824;27,64;30,66;DEFINITIVO;200,00;147,16;MADERA;1972
2018;689;ESP000000689;ESP000000689;PLAYA DE MOTRIL;AM-3;1140   ;EA2395;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;IEO;42300;MOTRIL                        ;MOTRIL;GRANADA;ANDALUCIA;PARALIZACION DEFINITIVA DESGUACE;;10/5/1989 0:00:00;12/4/2018 0:00:00;30/12/1981 0:00:00;NO;20,00;16,08;VL1824;49,84;91,86;DEFINITIVO;200,00;147,16;MADERA;1980
2018;719;ESP000000719;ESP000000719;ESPERANZA DEL MAR;GC-1;3003   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;82101;AGAETE;AGAETE;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;26/1/1972 0:00:00;NO;9,90;;VL0010;6,47;4,66;DEFINITIVO;61,00;44,88;POLIESTER;1972
2018;755;ESP000000755;ESP000000755;ALBACORA CUATRO;VI-5;9478   ;EALM;3;ATUNEROS CERQUEROS CONGELADORES EN OCEANO ATLANTICO, INDICO Y PACIFICO;NO_ICES;;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;16/2/1974 0:00:00;NO;83,45;71,35;VL40XX;1582,29;2082,00;DEFINITIVO;4000,00;2943,34;ACERO;1974
2018;759;ESP000000759;ESP000000759;EL INGLES;GC-1;2963   ;;3;ARTES MENORES EN CANARIAS;NO_ICES;;IEO;82101;AGAETE;AGAETE;LAS PALMAS;CANARIAS;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;1/6/1977 0:00:00;NO;10,80;;VL1012;6,06;4,39;DEFINITIVO;37,00;27,22;POLIESTER;1977
2018;763;ESP000000763;ESP000000763;EL BARRANCO;BA-1;1235   ;EA3565;3;CERCO EN EL MEDITERRANEO;NO_ICES;;IEO;42200;ALMERIA                       ;ALMERIA;ALMERÍA;ANDALUCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;13/12/1982 0:00:00;NO;17,64;15,86;VL1218;34,60;46,54;DEFINITIVO;210,00;154,52;MADERA;1980
2018;765;ESP000000765;ESP000000765;EL PARALERO;BA-1;1230   ;;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;23/1/1981 0:00:00;NO;13,39;;VL1218;14,86;13,10;DEFINITIVO;112,00;82,41;MADERA;1980
2018;778;ESP000000778;ESP000000778;MARI SOL;BA-1;987    ;;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;63300;TARRAGONA;TARRAGONA;TARRAGONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;6/8/1949 0:00:00;SI;10,40;;VL1012;7,18;8,23;DEFINITIVO;48,00;35,32;MADERA;1949
2018;779;ESP000000779;ESP000000779;MARIA;BA-1;1232   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;64300;ARENYS DE MAR;ARENYS DE MAR;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;24/10/1981 0:00:00;NO;6,10;;VL0010;2,77;2,12;DEFINITIVO;50,00;36,79;MADERA;1981
2018;781;ESP000000781;ESP000000781;COSTA CASTELL;AM-1;815    ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;14/3/1960 0:00:00;NO;8,70;7,00;VL0010;3,72;3,56;DEFINITIVO;42,00;30,90;MADERA;1960
2018;782;ESP000000782;ESP000000782;PILAR PEÑA;BA-2;3909   ;EA9472;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;1/1/1983 0:00:00;NO;20,08;18,90;VL1824;49,06;49,43;DEFINITIVO;300,00;220,75;MADERA;1983
2018;786;ESP000000786;ESP000000786;CAMPEADOR;BA-2;3707   ;;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU          ;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;1/1/1907 0:00:00;NO;9,05;;VL0010;5,56;5,79;DEFINITIVO;32,00;23,54;MADERA;1907
2018;792;ESP000000792;ESP000000792;BUTELLA;BA-2;3734   ;EB5966;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;64100;VILANOVA I LA GELTRU;VILANOVA I LA GELTRU;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;1/1/1969 0:00:00;NO;17,25;;VL1218;19,89;26,55;DEFINITIVO;255,00;187,63;MADERA;1969
2018;794;ESP000000794;ESP000000794;PATRICIO;BA-1;638    ;;3;ARRASTRE DE FONDO EN EL MEDITERRANEO;NO_ICES;;IEO;42200;ALMERIA;ALMERIA;ALMERÍA;ANDALUCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;17/8/1926 0:00:00;NO;8,94;;VL0010;4,06;2,75;DEFINITIVO;23,00;16,92;MADERA;1926
2018;801;ESP000000801;ESP000000801;TERETE;BA-1;1222   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;64620;LA ESCALA                     ;L'ESCALA;GIRONA;CATALUÑA;BAJA POR NUEVA CONSTRUCCION;;10/5/1989 0:00:00;21/5/2018 0:00:00;22/5/1978 0:00:00;NO;7,00;;VL0010;3,70;2,48;DEFINITIVO;101,00;74,31;MADERA;1977
2018;819;ESP000000819;ESP000000819;ENCARNA;BA-2;3902   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;;64340;SAN POL DE MAR;SANT POL DE MAR;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;5/2/1983 0:00:00;NO;6,62;6,40;VL0010;2,99;1,89;DEFINITIVO;30,00;22,07;MADERA;1983
2018;828;ESP000000828;ESP000000828;JOAQUINA;BA-3;2106   ;;3;CERCO EN EL MEDITERRANEO;NO_ICES;;IEO;34200;ALGECIRAS;ALGECIRAS;CÁDIZ;ANDALUCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;18/3/1943 0:00:00;NO;9,92;8,27;VL0010;5,51;4,67;DEFINITIVO;60,00;44,15;MADERA;1943
2018;837;ESP000000837;ESP000000837;COSTA DE ADRA;BA-2;3876   ;EA5724;3;CERCO EN EL MEDITERRANEO;NO_ICES;;IEO;42100;ADRA                          ;ADRA                          ;ALMERÍA;ANDALUCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;2/8/1982 0:00:00;NO;17,48;15,08;VL1218;25,44;26,71;DEFINITIVO;235,00;172,92;MADERA;1980
2018;840;ESP000000840;ESP000000840;PESCALBA DOS;BA-2;3898   ;EA5382;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;64200;BARCELONA;BARCELONA;BARCELONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;4/10/1984 0:00:00;NO;16,99;15,80;VL1218;35,73;37,16;DEFINITIVO;300,00;220,75;MADERA;1982
2018;849;ESP000000849;ESP000000849;HERMANOS JEREZ;BA-2;3527   ;EB6884;3;CERCO EN EL MEDITERRANEO;NO_ICES;;;64620;LA ESCALA                     ;L'ESCALA;GIRONA;CATALUÑA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;9/1/1942 0:00:00;NO;14,54;;VL1218;12,12;15,82;DEFINITIVO;300,00;220,75;MADERA;1941
2018;977;ESP000000977;ESP000000977;PLAYA DEL PINET;AT-3;1974   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;IEO;52200;SANTA POLA;SANTA POLA;ALICANTE;VALENCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;25/2/1974 0:00:00;NO;10,40;;VL1012;7,23;5,45;DEFINITIVO;102,00;75,05;MADERA;1973
2018;978;ESP000000978;ESP000000978;MANUEL Y DOLORES;CT-5;770    ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;IEO;52110;GUARDAMAR DEL SEGURA          ;GUARDARMAR DEL SEGURA;ALICANTE;VALENCIA;BAJA POR NUEVA CONSTRUCCION;;10/5/1989 0:00:00;14/5/2018 0:00:00;14/12/1962 0:00:00;NO;7,82;;VL0010;3,65;1,80;DEFINITIVO;50,00;36,79;MADERA;1962
2018;982;ESP000000982;ESP000000982;LUISA Y JOSE;AT-3;2044   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;IEO;52200;SANTA POLA;SANTA POLA;ALICANTE;VALENCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;9/1/1980 0:00:00;NO;10,25;8,50;VL1012;4,14;4,76;DEFINITIVO;85,00;62,54;MADERA;1979
2018;983;ESP000000983;ESP000000983;BAUTISTA;AT-3;1883   ;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;;IEO;52300;ALICANTE;ALICANTE;ALICANTE;VALENCIA;ALTA DEFINITIVA;;10/5/1989 0:00:00;10/5/1989 0:00:00;4/11/1970 0:00:00;NO;9,45;6,10;VL0010;4,15;3,94;DEFINITIVO;63,00;46,35;MADERA;1970
