Id;CODIGO_BUQUE;CODIGO_UE;NOMBRE_BUQUE;MATRICULA;FOLIO;DISTINTIVO;LISTA;CENSOPORMODALIDAD;CALADERO;MODALIDAD;LABORATORIO_PTOBASE;CODIGO_PUERTO_BASE;PUERTO_BASE;VERNACULO;PROVINCIA;AUTONOMIA_PUERTO_BASE;ESTADO;PAIS_EXPORTACION;FECHA_ALTA_CENSO;FECHA_SITUACION;FECHA_ENTRADA_SERVICIO;IRREGULAR;ESLORA_TOTAL;ESLORA_PP;LOA;ARQUEO_TRB;ARQUEO_GT;SITUACION_GT;POTENCIA_CV;POTENCIA_KW;TIPO_CASCO;AÑO_CONST;Observ
73;57669;ESP000057669;CONCHA;CO-4;1816;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22410;CAMELLE;CAMELLE;A CORUÑA;GALICIA;RETIRADA DE LA ACTIVIDAD PESQUERA;;26/09/1997;27/09/2016;22/07/1980;NO;6,110000134;4,900000095;VL0010;1,299999952;0,660000026;DEFINITIVO;;;MADERA;1980;
74;57705;ESP000057705;MARIA IRENE;CO-2;3563;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22200;A CORUÑA;A CORUÑA;A CORUÑA;GALICIA;RETIRADA DE LA ACTIVIDAD PESQUERA;;20/11/1997;06/10/2016;08/10/1974;NO;5,599999905;;VL0010;0,99000001;1,100000024;DEFINITIVO;15;11,03752804;POLIESTER;1974;
75;58012;ESP000058012;FERNANDEZ;HU-2;5-91;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31200;ISLA CRISTINA;ISLA CRISTINA;HUELVA;ANDALUCIA;RETIRADA DE LA ACTIVIDAD PESQUERA;;03/10/2001;29/09/2016;08/10/1991;NO;5,300000191;;VL0010;2,119999886;1,129999995;DEFINITIVO;25;18,39587975;POLIESTER;1990;
76;58489;ESP000058489;JOSEFA TRINIDAD;HU-1;906;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31100;AYAMONTE;AYAMONTE;HUELVA;ANDALUCIA;RETIRADA DE LA ACTIVIDAD PESQUERA;;19/12/2006;06/10/2016;30/11/1953;NO;6,230000019;;VL0010;2,650000095;1,360000014;DEFINITIVO;;;MADERA;1953;
77;58490;ESP000058490;JOVEN MIGUEL;HU-2;1430;;3;ARTES MENORES  EN EL GOLFO DE CADIZ;2;MENORES;IEO;31200;ISLA CRISTINA;ISLA CRISTINA;HUELVA;ANDALUCIA;RETIRADA DE LA ACTIVIDAD PESQUERA;;19/12/2006;04/10/2016;29/10/1955;NO;4,639999866;;VL0010;1,299999952;0,529999971;DEFINITIVO;;;MADERA;1955;
78;58928;ESP000058928;IKER;FE-5;1-12;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;G - A.P. POR NUEVA CONSTRUCCION;;22/07/2016;22/07/2016;18/11/2014;NO;5,980000019;5,739999771;VL0010;1,879999995;1,5;DEFINITIVO;15;11,03752804;POLIESTER;2014;
79;58929;ESP000058929;O CANOURA;FE-5;1-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21320;CEDEIRA;CEDEIRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;28/07/2016;05/10/2016;14/07/2016;NO;6,03000021;4,820000172;VL0010;2,400000095;1,5;DEFINITIVO;30;22,07505608;POLIESTER;2016;
80;58930;ESP000058930;A CADEIRA;FE-4;1-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;G - A.P. POR NUEVA CONSTRUCCION;;28/07/2016;28/07/2016;14/07/2016;NO;6,03000021;4,820000172;VL0010;2,630000114;1,590000033;DEFINITIVO;30;22,07505608;POLIESTER;2016;
81;58931;ESP000058931;NUEVO ZULEMA;VI-8;2-15;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24810;ARCADE;ARCADE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;02/08/2016;30/11/2016;07/07/2016;NO;6,03000021;4,820000172;VL0010;2,400000095;1,590000033;DEFINITIVO;25;18,39587975;POLIESTER;2016;
82;58932;ESP000058932;XELANXO;VI-6;1-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;23/08/2016;29/11/2016;28/06/2016;NO;6,670000076;5,329999924;VL0010;2;1,720000029;DEFINITIVO;30,03000069;22,09712982;POLIESTER;2016;
83;58934;ESP000058934;BUSTO;CO-7;3-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;14/09/2016;10/11/2016;12/05/2016;NO;6,039999962;4,849999905;VL0010;2,450000048;1,5;DEFINITIVO;25;18,39587975;POLIESTER;2016;
84;58935;ESP000058935;SEGUNDO ANGEL;CO-5;1-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;G - A.P. POR NUEVA CONSTRUCCION;;06/10/2016;06/10/2016;30/08/2016;NO;5,800000191;4,639999866;VL0010;;1,129999995;DEFINITIVO;15;11,03752804;POLIESTER;2016;
85;58937;ESP000058937;BENUSI;CO-4;1-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22420;MUGIA;MUXIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;13/10/2016;04/11/2016;06/07/2016;NO;6,800000191;6,420000076;VL0010;2,470000029;2,029999971;DEFINITIVO;39,97999954;29,41868973;POLIESTER;2016;
86;58940;ESP000058940;BELUGA;CO-7;5-15;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;G - A.P. POR NUEVA CONSTRUCCION;;19/10/2016;19/10/2016;16/10/2015;NO;6,039999962;4,849999905;VL0010;2,450000048;1,5;DEFINITIVO;25;18,39587975;POLIESTER;2015;
87;58941;ESP000058941;ZOE UN;FE-4;2-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21410;ARES;ARES;A CORUÑA;GALICIA;ALTA DEFINITIVA;;02/11/2016;24/11/2016;24/10/2016;NO;8,75;8,649999619;VL0010;2,369999886;2,559999943;DEFINITIVO;9;6,622516632;POLIESTER;2016;
88;58942;ESP000058942;NUEVO ADRIAN;CO-7;4-16;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;04/11/2016;29/11/2016;20/09/2016;NO;6,039999962;4,849999905;VL0010;2,450000048;1,5;DEFINITIVO;25;18,39587975;POLIESTER;2016;
89;2463;ESP000002463;SEGUNDA NIÑA;VILL-3;8644;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/09/1972;NO;8,949999809;;VL0010;5,079999924;3,029999971;DEFINITIVO;24;17,66004372;MADERA;1971;
90;2467;ESP000002467;INDAUCHO;VILL-3;5967;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;DESGUAZADO;;10/05/1989;24/05/2016;30/07/1948;SI;7,900000095;;VL0010;2;2,440000057;DEFINITIVO;16;11,77336311;MADERA;1948;
91;2468;ESP000002468;OLA QUE TAL;VILL-3;6911;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;DESGUAZADO;;10/05/1989;24/05/2016;21/04/1955;NO;6;;VL0010;1,340000033;0,889999986;DEFINITIVO;9;6,622516632;MADERA;1955;
92;2473;ESP000002473;SAN JUAN;VILL-3;9160;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23310;CARRIL;CARRIL;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;16/06/1959;NO;8;;VL0010;2,900000095;2,400000095;DEFINITIVO;8;5,886681557;MADERA;1959;
93;2474;ESP000002474;JUAN ANGEL;VILL-3;6557;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/11/1951;NO;5,300000191;;VL0010;1,610000014;0,949999988;DEFINITIVO;5;3,679175854;MADERA;1951;
94;2478;ESP000002478;SACHO;VILL-3;8656;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;20/12/1972;NO;8,930000305;;VL0010;3,910000086;3,369999886;DEFINITIVO;24;17,66004372;MADERA;1972;
95;2480;ESP000002480;CARMEN;VILL-3;9557;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22100;SADA;SADA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/10/1982;NO;6,949999809;;VL0010;2,450000048;1,539999962;DEFINITIVO;12;8,830021858;MADERA;1982;
96;2489;ESP000002489;LINARES;FE-1;1906;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21410;ARES;ARES;A CORUÑA;GALICIA;ALTA DEFINITIVA;;29/01/1997;29/01/1997;12/08/1982;NO;5,03000021;1,679999948;VL0010;1,74000001;0,75;DEFINITIVO;22;16,18837357;MADERA;1982;
97;2495;ESP000002495;PERLON;FE-1;1867;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21100;RIBADEO;RIBADEO;LUGO;GALICIA;ALTA DEFINITIVA;;19/05/1995;19/05/1995;10/09/1979;NO;5,880000114;;VL0010;1,809999943;0,870000005;DEFINITIVO;5;3,679175854;MADERA;1962;
98;2499;ESP000002499;NAVARRET;FE-1;1742;EB7352;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21100;RIBADEO;RIBADEO;LUGO;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/04/1964;NO;16,37999916;14;VL1218;19,70999908;20,92000008;DEFINITIVO;40;29,43340683;MADERA;1964;
99;2500;ESP000002500;SIEMPRE JESUS DOLORES;FE-1;1827;EA5294;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;21110;FOZ;FOZ;LUGO;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/11/1975;NO;17,10000038;15,68000031;VL1218;34,15999985;31;DEFINITIVO;230;169,2420959;MADERA;1975;
100;2544;ESP000002544;VIRXEN DOS MILAGROS;VI-4;4880;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/10/1965;NO;11,30000019;;VL1012;5,849999905;8,109999657;DEFINITIVO;87;64,01766205;MADERA;1965;
101;2556;ESP000002556;CRISTO DA LAXE;VI-4;5527;;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/08/1983;NO;13,18999958;11;VL1218;9,680000305;11,43999958;DEFINITIVO;100;73,58351898;MADERA;1983;
102;2562;ESP000002562;ROCI;VI-4;5393;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/05/1981;NO;13,60000038;;VL1218;9,899999619;13,88000011;DEFINITIVO;170;125,09198;MADERA;1980;
103;2563;ESP000002563;PERLA DEL PACIFICO NUMERO DOS;VI-4;5271;;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24440;MEIRA;MEIRA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;07/06/1977;NO;11,25;10;VL1012;9,680000305;8,18999958;DEFINITIVO;128;94,18690491;MADERA;1977;
104;2567;ESP000002567;AVE SIN PUERTO;VI-4;4604;;3;ARTES MENORES EN EL MEDITERRANEO;NO_ICES;NO_ICES;IEO;34100;TARIFA;TARIFA;CADIZ;ANDALUCIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;25/04/1957;NO;10,39999962;;VL1012;6,699999809;3,930000067;DEFINITIVO;33;24,28256035;MADERA;1957;
105;2570;ESP000002570;PERCEBE;VI-4;4887;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/10/1965;NO;7,46999979;;VL0010;3,640000105;2,599999905;DEFINITIVO;60;44,15011215;MADERA;1965;
106;2571;ESP000002571;ZANI;VI-4;5284;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/04/1980;NO;11,56000042;9,600000381;VL1012;9,859999657;9,68999958;DEFINITIVO;128;94,18690491;MADERA;1978;
107;2605;ESP000002605;MAR NOVO;VI-4;5468;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24600;BAYONA;BAIONA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;08/06/1982;NO;8,449999809;;VL0010;6,510000229;3,200000048;DEFINITIVO;66;48,5651207;MADERA;1982;
108;2616;ESP000002616;OTERO;VI-8;1201;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24800;REDONDELA;REDONDELA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/11/1981;NO;10,19999981;8;VL1012;6;5,380000114;DEFINITIVO;75;55,18763733;MADERA;1981;
109;2620;ESP000002620;PEGAL;VI-4;5375;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24700;LA GUARDIA;A GUARDA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;05/05/1980;NO;10,75;;VL1012;8,800000191;7,5;DEFINITIVO;93;68,43267059;MADERA;1980;
110;2624;ESP000002624;JOSE MANUEL;VI-4;5270;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24420;MOAÑA;MOAÑA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;29/10/1977;NO;7,599999905;;VL0010;5,190000057;2,769999981;DEFINITIVO;44;32,37674713;MADERA;1977;
111;2626;ESP000002626;JUAN;VI-4;5336;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/12/1980;NO;4;;VL0010;1,110000014;0,540000021;DEFINITIVO;3;2,207505465;MADERA;1979;
112;2628;ESP000002628;FACUCA;VI-4;5514;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24410;ALDAN-HIO;ALDAN-HIO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;14/06/1983;NO;8,859999657;7,349999905;VL0010;6,519999981;3,690000057;DEFINITIVO;60;44,15011215;MADERA;1983;
113;2637;ESP000002637;QUE QUIERES;VI-4;4408;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24410;ALDAN-HIO;ALDAN-HIO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;12/09/1951;NO;6,150000095;;VL0010;1,090000033;1,529999971;DEFINITIVO;25;18,39587975;POLIESTER;1950;
114;2695;ESP000002695;PANTERA;VILL-3;9389;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23510;ISLA DE AROSA;A ILLA DE AROUSA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/01/1980;NO;5,650000095;;VL0010;1,620000005;1,340000033;DEFINITIVO;25;18,39587975;POLIESTER;1980;
115;2705;ESP000002705;SUCANI;VILL-3;9203;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23340;VILLANUEVA;VILANOVA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/07/1979;NO;6,019999981;;VL0010;1,539999962;1,590000033;DEFINITIVO;25;18,39587975;POLIESTER;1979;
116;2726;ESP000002726;MOIRANA;VILL-3;8590;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23340;VILLANUEVA;VILANOVA;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/10/1971;NO;6,25;;VL0010;1,019999981;1,909999967;DEFINITIVO;25;18,39587975;MADERA;1969;
117;2734;ESP000002734;MARIA PILAR;VILL-3;4345;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;13300;SANTOÑA;SANTOÑA;CANTABRIA;CANTABRIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;10/08/1940;NO;4,800000191;;VL0010;1;0,519999981;DEFINITIVO;9,899999619;7,284768105;MADERA;1940;
118;2908;ESP000002908;AVISPA;VILL-3;8112;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22700;NOYA;NOIA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/12/1965;NO;5,170000076;;VL0010;1,360000014;0,930000007;DEFINITIVO;25;18,39587975;POLIESTER;1965;
119;2968;ESP000002968;JOSE MANUEL;CO-5;1482;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21330;ESPASANTE;ESPASANTE;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;13/10/1959;NO;7,300000191;;VL0010;3,369999886;1,980000019;DEFINITIVO;16;11,77336311;MADERA;1949;
120;2972;ESP000002972;PUNTA GALERA;CO-5;1712;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;22520;FINISTERRE;FISTERRA;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/05/1967;NO;7,400000095;;VL0010;1,629999995;1,710000038;DEFINITIVO;9,5;6,99043417;MADERA;1967;
121;2997;ESP000002997;QUE DIRAN DE MI;VI-4;3913;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/07/1943;NO;4,550000191;;VL0010;1,00999999;1,25;DEFINITIVO;11;8,094186783;MADERA;1943;
122;2999;ESP000002999;TRANQUILO;VILL-3;7470;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/10/1959;NO;6,599999905;;VL0010;1,110000014;1,379999995;DEFINITIVO;12;8,830021858;MADERA;1959;
123;3000;ESP000003000;MANSO;VILL-3;8950;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;02/12/1974;NO;4,900000095;;VL0010;1,350000024;0,889999986;DEFINITIVO;40;29,43340683;POLIESTER;1974;
124;3008;ESP000003008;VELOZ;VILL-3;9081;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/05/1943;NO;5,670000076;;VL0010;1,5;1,289999962;DEFINITIVO;25;18,39587975;POLIESTER;1943;
125;3015;ESP000003015;SAN JOSE;VILL-3;6351;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;28/09/1950;NO;5,25;;VL0010;1,620000005;1,080000043;DEFINITIVO;30;22,07505608;POLIESTER;1950;
126;3032;ESP000003032;MARIANO;VILL-3;8983;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24300;BUEU;BUEU;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/11/1974;NO;5,199999809;;VL0010;1,139999986;0,579999983;DEFINITIVO;4;2,943340778;MADERA;1974;
127;3052;ESP000003052;TERCERO CUCO;VILL-3;8187;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;23/11/1966;NO;8,739999771;;VL0010;3,529999971;3,299999952;DEFINITIVO;23,5;17,2921257;POLIESTER;1966;
128;3059;ESP000003059;REGENJO;VILL-3;8824;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/02/1974;NO;5,599999905;;VL0010;1,279999971;0,860000014;DEFINITIVO;4,800000191;3,532008886;MADERA;1974;
129;3066;ESP000003066;VICENTA;VILL-3;6762;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;17/09/1954;NO;5,199999809;;VL0010;1,5;1,039999962;DEFINITIVO;25;18,39587975;POLIESTER;1954;
130;3067;ESP000003067;ALCALDE;VILL-3;9020;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;15/04/1975;NO;5,599999905;;VL0010;1,629999995;0,970000029;DEFINITIVO;5;3,679175854;MADERA;1975;
131;3087;ESP000003087;NOLETE;VILL-3;8244;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/07/1967;NO;9,050000191;8,600000381;VL0010;5,5;3,25;DEFINITIVO;24;17,66004372;MADERA;1967;
132;3090;ESP000003090;AGUILA;VILL-3;5695;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;09/11/1946;NO;6,039999962;;VL0010;1;1,519999981;DEFINITIVO;57;41,94260406;POLIESTER;1946;
133;3161;ESP000003161;JOSE LUIS;VILL-3;6888;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;06/09/1955;NO;6,800000191;;VL0010;1,74000001;1,330000043;DEFINITIVO;9;6,622516632;MADERA;1955;
134;3184;ESP000003184;CEGAR TERCERO;4VILL3;21-91;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23400;EL GROVE;O GROVE;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;26/01/1983;NO;12,85000038;;VL1218;17,42000008;14,21000004;DEFINITIVO;87;64,01766205;MADERA;;
135;3189;ESP000003189;CRIOLLO;VILL-3;8586;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23320;RIANJO;RIANXO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;04/12/1971;NO;7;;VL0010;4,059999943;3,140000105;DEFINITIVO;24;17,66004372;MADERA;1971;
136;3197;ESP000003197;H. PRADO;4VILL3;126-91;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;08/03/1983;NO;12,10000038;;VL1218;11,10000038;15,38000011;PROVISIONAL;94;69,16850281;MADERA;;
137;3241;ESP000003241;MARIA ISABEL;FE-3;1820;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;21400;EL FERROL;FERROL;A CORUÑA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;05/12/1973;NO;5,699999809;;VL0010;1,029999971;1,220000029;DEFINITIVO;25;18,39587975;POLIESTER;1973;
138;3280;ESP000003280;ISABEL Y JORGE II;VI-5;9748;;3;CERCO EN CANTABRICO NW;1;CERCO;IEO;24500;VIGO;VIGO;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;25/03/1982;SI;13;;VL1218;9,920000076;13,23999977;DEFINITIVO;72;52,98013306;MADERA;1982;
139;3335;ESP000003335;SESITO;VILL-3;7584;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;19/12/1960;NO;8,199999809;;VL0010;3,5;2,069999933;DEFINITIVO;16;11,77336311;MADERA;1960;
140;3337;ESP000003337;KAFI;4VILL3;123-91;;4;SIN CENSO ABIERTO;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;17/10/1934;NO;10;;VL1012;10;9,489999771;PROVISIONAL;230;169,2420959;MADERA;;
141;3347;ESP000003347;CASTELAO PRIMERO;VILL-3;9155;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;28/08/1978;NO;12,5;;VL1218;8,539999962;11,02999973;DEFINITIVO;49;36,05592346;MADERA;1978;
142;3350;ESP000003350;PAVIA;VILL-5;626;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;23500;CAMBADOS;CAMBADOS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;22/08/1967;SI;10,5;8;VL1012;3,660000086;5,190000057;DEFINITIVO;24;17,66004372;MADERA;1966;
143;3367;ESP000003367;SEIS HERMANOS;VI-3;1725;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;14710;CUDILLERO;CUDILLERO;ASTURIAS;PRINCIPADO DE ASTURIAS;ALTA DEFINITIVA;;10/05/1989;10/05/1989;24/03/1970;NO;6,900000095;;VL0010;2,579999924;1,230000019;DEFINITIVO;40;29,43340683;MADERA;1930;
144;3379;ESP000003379;LOSTREGO UNO;VI-5;7555;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;01/09/1955;NO;7,199999809;;VL0010;3,380000114;1,899999976;DEFINITIVO;47;34,5842514;MADERA;1955;
145;3393;ESP000003393;SIRENA;VI-5;8551;;3;ARTES MENORES EN CANTABRICO NW;1;MENORES;IEO;24400;CANGAS;CANGAS;PONTEVEDRA;GALICIA;ALTA DEFINITIVA;;10/05/1989;10/05/1989;11/03/1965;NO;11,46000004;;VL1012;3;7,699999809;DEFINITIVO;48;35,32008743;MADERA;1965;
