"CODIGO_BUQUE";"CODIGO_UE";"CODIGO_CFR";"NOMBRE_BUQUE";"MATRICULA";"FOLIO";"DISTINTIVO";"LISTA";"CENSOPORMODALIDAD";"CALADERO";"MODALIDAD";"ESTADO";"PAIS_EXPORTACION";"FECHA_ALTA_CENSO";"FECHA_SITUACION";"FECHA_ENTRADA_SERVICIO";"IRREGULAR";"ESLORA_TOTAL";"ESLORA_PP";"LOA";"ARQUEO_TRB";"ARQUEO_GT";"SITUACION_GT";"POTENCIA_CV";"POTENCIA_KW";"TIPO_CASCO";"AÑO_CONST"
24563;"ESP000024563";"ESP000024563";"ARRETXU BERRIA";"BI-4";"4-00   ";"EAWH";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;17/5/2000 0:00:00;9/1/2002 0:00:00;8/4/2000 0:00:00;"NO";29.00;24.20;"VL2440";149.27;254.00;"DEFINITIVO";500.00;367.91;"ACERO";2000
24565;"ESP000024565";"ESP000024565";"HERMANOS RIVEIRA";"FE-2";"3-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;22/5/2000 0:00:00;29/6/2000 0:00:00;24/3/2000 0:00:00;"NO";10.40;;"VL1012";4.95;6.42;"DEFINITIVO";24.00;17.66;"POLIESTER";2000
24566;"ESP000024566";"ESP000024566";"PEREZ ALONSO";"HU-2";"1-00   ";"EA5187";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;24/5/2000 0:00:00;27/2/2001 0:00:00;2/5/2000 0:00:00;"NO";17.05;14.15;"VL1218";19.71;26.55;"DEFINITIVO";287.00;211.18;"POLIESTER";2000
24567;"ESP000024567";"ESP000024567";"MARIA REBECA";"GI-7";"1-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;24/5/2000 0:00:00;26/4/2002 0:00:00;28/4/2000 0:00:00;"NO";11.00;8.84;"VL1012";9.94;9.00;"DEFINITIVO";75.00;55.18;"Poliester";1999
24573;"ESP000024573";"ESP000024573";"XUGOS";"GI-5";"3-99";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;25/5/2000 0:00:00;16/3/2001 0:00:00;8/2/2000 0:00:00;"NO";7.98;;"VL0010";4.06;2.26;"DEFINITIVO";65.00;47.82;"Poliester";2000
24576;"ESP000024576";"ESP000024576";"BALEA UNO";"VI-7";"11-99  ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;1/6/2000 0:00:00;1/6/2000 0:00:00;18/1/2000 0:00:00;"NO";8.90;7.10;"VL0010";4.69;4.82;"DEFINITIVO";49.00;36.05;"POLIESTER";1999
24577;"ESP000024577";"ESP000024577";"NUEVA MAEVA";"GI-5";"1-00   ";"EB5049";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;1/6/2000 0:00:00;30/10/2001 0:00:00;19/5/2000 0:00:00;"NO";10.50;8.25;"VL1012";7.26;6.19;"DEFINITIVO";83.00;61.07;"ACERO";2000
24578;"ESP000024578";"ESP000024578";"NUEVO AMANECER UNO";"HU-2";"3-00   ";"EA4560";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;1/6/2000 0:00:00;18/2/2002 0:00:00;9/5/2000 0:00:00;"NO";20.66;;"VL1824";25.93;64.19;"DEFINITIVO";275.00;202.35;"POLIESTER";2000
24579;"ESP000024579";"ESP000024579";"HALCON DOS";"CO-7";"4-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;1/6/2000 0:00:00;1/6/2000 0:00:00;4/4/2000 0:00:00;"NO";12.00;10.10;"VL1218";10.59;8.90;"DEFINITIVO";72.00;52.98;"POLIESTER";1999
24580;"ESP000024580";"ESP000024580";"ANDREKALA BERRIA";"BI-4";"3-00   ";"EAYK";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;2/6/2000 0:00:00;9/1/2002 0:00:00;23/5/2000 0:00:00;"NO";29.00;24.20;"VL2440";149.27;254.00;"DEFINITIVO";500.00;367.91;"ACERO";2000
24581;"ESP000024581";"ESP000024581";"PEDRIÑABLANCA";"ST-6";"1-00   ";"EAYR";"3";"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"FIJAS";"ALTA DEFINITIVA";;2/6/2000 0:00:00;26/4/2002 0:00:00;26/5/2000 0:00:00;"NO";28.37;22.81;"VL2440";127.41;222.00;"DEFINITIVO";607.50;447.01;"ACERO";2000
24586;"ESP000024586";"ESP000024586";"MARIÑANA";"GI-8";"3-00   ";"EB5005";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;13/6/2000 0:00:00;26/4/2002 0:00:00;5/6/2000 0:00:00;"NO";11.00;9.00;"VL1012";6.61;6.86;"DEFINITIVO";60.00;44.15;"ACERO";2000
24587;"ESP000024587";"ESP000024587";"PEQUE J.";"VI-3";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;13/6/2000 0:00:00;28/9/2000 0:00:00;18/5/2000 0:00:00;"NO";7.75;6.75;"VL0010";4.03;3.14;"DEFINITIVO";74.00;54.45;"POLIESTER";1999
24592;"ESP000024592";"ESP000024592";"PESCABERBES TRES";"VI-5";"2-00   ";"EAXR";"3";"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde.";"5";"ARRASTRE";"ALTA DEFINITIVA";;15/6/2000 0:00:00;10/11/2000 0:00:00;1/6/2000 0:00:00;"NO";35.00;29.50;"VL2440";170.20;321.00;"DEFINITIVO";976.00;718.17;"ACERO";2000
24596;"ESP000024596";"ESP000024596";"CARETA PRIMERO";"HU-2";"14-99  ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;19/6/2000 0:00:00;8/9/2000 0:00:00;28/4/2000 0:00:00;"NO";12.10;10.10;"VL1218";8.88;9.20;"DEFINITIVO";118.00;86.82;"POLIESTER";2000
24597;"ESP000024597";"ESP000024597";"NUEVO JUANA";"FE-4";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;19/6/2000 0:00:00;13/7/2000 0:00:00;18/4/2000 0:00:00;"NO";10.40;8.54;"VL1012";6.46;6.95;"DEFINITIVO";24.00;17.66;"MADERA";2000
24598;"ESP000024598";"ESP000024598";"MARI CARMEN SEGUNDO";"CA-5";"1-00   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;19/6/2000 0:00:00;4/2/2002 0:00:00;15/5/2000 0:00:00;"NO";9.04;6.52;"VL0010";2.92;3.64;"DEFINITIVO";18.00;13.24;"MADERA";2000
24599;"ESP000024599";"ESP000024599";"PAPIN PRIMERO";"FE-1";"2-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;19/6/2000 0:00:00;12/3/2002 0:00:00;5/6/2000 0:00:00;"NO";10.26;8.40;"VL1012";6.54;5.14;"DEFINITIVO";84.00;61.81;"Acero";2000
24600;"ESP000024600";"ESP000024600";"NUEVO CIELO AZUL";"FE-4";"2-98";"EB4604";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;20/6/2000 0:00:00;20/6/2000 0:00:00;18/10/1999 0:00:00;"NO";16.00;;"VL1218";19.28;53.51;"DEFINITIVO";128.00;94.18;"Acero";1999
24603;"ESP000024603";"ESP000024603";"LOS CHARITOS";"GI-8";"4-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;28/6/2000 0:00:00;16/11/2000 0:00:00;5/6/2000 0:00:00;"NO";10.38;8.32;"VL1012";5.02;5.26;"DEFINITIVO";90.00;66.22;"ACERO";2000
24604;"ESP000024604";"ESP000024604";"KAISER DOS";"VILL-5";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;28/6/2000 0:00:00;28/6/2000 0:00:00;19/1/2000 0:00:00;"NO";12.56;10.30;"VL1218";9.96;10.34;"DEFINITIVO";80.00;58.86;"MADERA";2000
24606;"ESP000024606";"ESP000024606";"MARTIN DANIEL";"CO-3";"2-00";"EA4600";"3";"VOLANTA EN CANTABRICO NW";"1";"VOLANTA";"Alta Definitiva";;29/6/2000 0:00:00;8/11/2000 0:00:00;19/6/2000 0:00:00;"NO";20.00;16.20;"VL1824";35.12;88.28;"DEFINITIVO";175.00;128.77;"Acero";2000
24608;"ESP000024608";"ESP000024608";"SERRANO PRIMERO";"HU-2";"11-99  ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;29/6/2000 0:00:00;11/9/2001 0:00:00;7/4/2000 0:00:00;"NO";13.20;11.10;"VL1218";14.59;12.96;"DEFINITIVO";121.00;89.03;"POLIESTER";2000
24613;"ESP000024613";"ESP000024613";"RIERA FERNANDEZ";"HU-3";"7-99   ";"EA4519";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;4/7/2000 0:00:00;26/1/2001 0:00:00;13/6/2000 0:00:00;"NO";22.50;17.68;"VL1824";35.31;78.36;"DEFINITIVO";290.00;213.39;"POLIESTER";2000
24614;"ESP000024614";"ESP000024614";"CANDIDO PRIMERO";"CA-1";"7-99   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;4/7/2000 0:00:00;4/7/2000 0:00:00;5/10/1999 0:00:00;"NO";13.00;11.00;"VL1218";6.87;12.97;"DEFINITIVO";35.00;25.75;"POLIESTER";1998
24615;"ESP000024615";"ESP000024615";"NUEVO YOLANDA UNO";"VI-3";"2-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;5/7/2000 0:00:00;8/11/2000 0:00:00;13/6/2000 0:00:00;"NO";8.80;7.50;"VL0010";3.02;2.76;"DEFINITIVO";45.00;33.11;"POLIESTER";2000
24616;"ESP000024616";"ESP000024616";"VIRGEN DE PUERTO";"GI-1";"3-99";"EB5057";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"H - A.P. POR REACTIVACION";;5/7/2000 0:00:00;19/12/2014 0:00:00;21/6/2000 0:00:00;"NO";14.46;12.64;"VL1218";13.62;14.00;"DEFINITIVO";122.00;89.77;"Poliester";2000
24621;"ESP000024621";"ESP000024621";"ILARGI SEGUNDO";"SS-1";"2-97";;"3";"RASCO EN CANTABRICO NW";"1";"RASCO";"SINIESTRO";;7/7/2000 0:00:00;25/10/2019 0:00:00;7/4/2000 0:00:00;"NO";7.60;7.28;"VL0010";4.45;2.98;"DEFINITIVO";37.00;27.22;"Poliester";1989
24622;"ESP000024622";"ESP000024622";"NUEVO ESTRELLA POLAR";"HU-2";"2-00";"EB4813";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"Alta Definitiva";;10/7/2000 0:00:00;15/2/2001 0:00:00;12/6/2000 0:00:00;"NO";18.00;15.58;"VL1824";19.90;51.30;"DEFINITIVO";177.00;130.24;"Poliester";2000
24623;"ESP000024623";"ESP000024623";"AZKENA";"BI-2";"1-00   ";"EB2395";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;12/7/2000 0:00:00;19/9/2000 0:00:00;21/6/2000 0:00:00;"NO";10.34;9.02;"VL1012";5.65;3.73;"DEFINITIVO";24.00;17.66;"POLIESTER";2000
24627;"ESP000024627";"ESP000024627";"GAZTELUGATXEKO DONIENE";"BI-2";"5-00   ";"EA4873";"3";"RASCO EN CANTABRICO NW";"1";"RASCO";"ALTA DEFINITIVA";;17/7/2000 0:00:00;19/3/2001 0:00:00;22/6/2000 0:00:00;"NO";18.00;15.00;"VL1824";41.46;51.92;"DEFINITIVO";200.00;147.16;"POLIESTER";2000
24628;"ESP000024628";"ESP000024628";"CRUNIA";"GI-6";"7-99";"EAWT";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;18/7/2000 0:00:00;29/1/2002 0:00:00;6/7/2000 0:00:00;"NO";25.00;19.50;"VL2440";111.09;177.69;"DEFINITIVO";375.00;275.93;"ACERO";2000
24630;"ESP000024630";"ESP000024630";"MONTSERRAT BERRIA";"SS-1";"1-00   ";"EAYQ";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;20/7/2000 0:00:00;22/2/2001 0:00:00;11/7/2000 0:00:00;"NO";32.50;26.50;"VL2440";133.98;151.00;"DEFINITIVO";700.00;515.08;"ACERO";2000
24632;"ESP000024632";"ESP000024632";"NUEVO RICHARD";"FE-4";"2-99   ";"EA4719";"3";"VOLANTA EN CANTABRICO NW";"1";"VOLANTA";"ALTA DEFINITIVA";;24/7/2000 0:00:00;22/11/2000 0:00:00;28/6/2000 0:00:00;"NO";17.00;14.50;"VL1218";22.30;70.45;"DEFINITIVO";170.00;125.09;"ACERO";1999
24633;"ESP000024633";"ESP000024633";"REISEN";"VI-1";"7-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;24/7/2000 0:00:00;5/10/2000 0:00:00;3/7/2000 0:00:00;"NO";8.60;7.45;"VL0010";5.25;4.10;"DEFINITIVO";40.00;29.43;"POLIESTER";1999
24634;"ESP000024634";"ESP000024634";"GARRIDO CAZORLA SEGUNDO";"HU-2";"7-00   ";;"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;24/7/2000 0:00:00;27/11/2001 0:00:00;22/6/2000 0:00:00;"NO";16.28;13.25;"VL1218";17.53;19.63;"DEFINITIVO";109.00;80.20;"POLIESTER";2000
24637;"ESP000024637";"ESP000024637";"NUEVO CHIPIRON";"SE-1";"2-99";"EA4488";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"Alta Definitiva";;26/7/2000 0:00:00;2/10/2000 0:00:00;5/7/2000 0:00:00;"NO";17.60;13.90;"VL1218";33.73;37.08;"DEFINITIVO";206.00;151.58;"Poliester";2000
24642;"ESP000024642";"ESP000024642";"DOS LAXEIRAS";"VILL-5";"6-99   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;31/7/2000 0:00:00;31/7/2000 0:00:00;28/3/2000 0:00:00;"NO";10.35;8.49;"VL1012";6.21;5.97;"DEFINITIVO";80.00;58.86;"MADERA";1999
24643;"ESP000024643";"ESP000024643";"CIUDAD DEL PUERTO";"HU-2";"5-00   ";"EA4593";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"ALTA DEFINITIVA";;31/7/2000 0:00:00;29/11/2000 0:00:00;19/7/2000 0:00:00;"NO";16.00;12.94;"VL1218";19.96;32.65;"DEFINITIVO";200.00;147.16;"POLIESTER";2000
24646;"ESP000024646";"ESP000024646";"CABO SAN LORENZO";"GI-4";"1-99   ";"EAWU";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;11/8/2000 0:00:00;26/4/2002 0:00:00;31/7/2000 0:00:00;"NO";24.36;22.00;"VL2440";132.52;204.31;"DEFINITIVO";340.00;250.18;"ACERO";2000
24650;"ESP000024650";"ESP000024650";"GAIFAR DOUS";"VI-6";"3-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;17/8/2000 0:00:00;18/10/2000 0:00:00;17/7/2000 0:00:00;"NO";6.75;5.80;"VL0010";2.94;1.99;"DEFINITIVO";65.00;47.82;"POLIESTER";2000
24652;"ESP000024652";"ESP000024652";"BRISA CINCO";"VI-8";"1-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"BAJA PROVISIONAL";;21/8/2000 0:00:00;26/6/2019 0:00:00;17/7/2000 0:00:00;"NO";7.50;5.40;"VL0010";3.88;2.34;"DEFINITIVO";39.00;28.69;"Poliester";2000
24653;"ESP000024653";"ESP000024653";"GURE AMUITZ";"SS-1";"2-00   ";"EASO";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;21/8/2000 0:00:00;11/1/2002 0:00:00;16/6/2000 0:00:00;"NO";28.00;24.19;"VL2440";128.64;139.00;"DEFINITIVO";675.00;496.68;"POLIESTER";2000
24654;"ESP000024654";"ESP000024654";"BIHOTZ ALAI";"BI-3";"2-00   ";"EB5021";"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;21/8/2000 0:00:00;7/3/2001 0:00:00;20/6/2000 0:00:00;"NO";11.60;10.10;"VL1012";9.63;8.24;"DEFINITIVO";96.00;70.64;"POLIESTER";2000
24658;"ESP000024658";"ESP000024658";"JUAN PAREJA";"CA-5";"2-00";"EB5053";"3";"ARRASTRE DE FONDO  EN EL GOLFO DE CADIZ";"2";"ARRASTRE";"Alta Definitiva";;29/8/2000 0:00:00;17/12/2001 0:00:00;26/6/2000 0:00:00;"NO";17.00;14.50;"VL1218";18.79;49.36;"DEFINITIVO";152.00;111.84;"Poliester";2000
24659;"ESP000024659";"ESP000024659";"MAR DE NEMIÑA";"FE-4";"5-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;29/8/2000 0:00:00;25/3/2015 0:00:00;26/8/2000 0:00:00;"NO";13.20;10.00;"VL1218";8.00;13.57;"DEFINITIVO";95.00;69.90;"Poliester";2000
24661;"ESP000024661";"ESP000024661";"SUAMAR";"VILL-1";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;7/9/2000 0:00:00;7/9/2000 0:00:00;5/6/2000 0:00:00;"NO";13.74;;"VL1218";11.49;13.31;"DEFINITIVO";110.00;80.94;"MADERA";2000
24668;"ESP000024668";"ESP000024668";"ANA ISABEL";"VI-5";"8-00   ";"EASJ";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;8/9/2000 0:00:00;17/5/2001 0:00:00;18/8/2000 0:00:00;"NO";28.00;23.00;"VL2440";149.00;219.02;"DEFINITIVO";320.00;235.46;"ACERO";2000
24669;"ESP000024669";"ESP000024669";"HERMANOS LOPEZ PEREZ";"HU-2";"6-00";;"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"BAJA PROVISIONAL";;8/9/2000 0:00:00;8/8/2019 0:00:00;29/6/2000 0:00:00;"NO";13.12;10.97;"VL1218";13.66;11.50;"DEFINITIVO";145.00;106.69;"Madera";2000
24671;"ESP000024671";"ESP000024671";"HERMANOS REIRIZ";"VI-3";"4-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;8/9/2000 0:00:00;20/10/2000 0:00:00;10/8/2000 0:00:00;"NO";10.55;9.00;"VL1012";6.67;7.55;"DEFINITIVO";75.00;55.18;"POLIESTER";2000
24672;"ESP000024672";"ESP000024672";"A XURELA";"VI-4";"5-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;8/9/2000 0:00:00;21/11/2000 0:00:00;2/8/2000 0:00:00;"NO";7.75;6.75;"VL0010";4.03;3.14;"DEFINITIVO";35.00;25.75;"POLIESTER";2000
24673;"ESP000024673";"ESP000024673";"RICHO UN";"VILL-3";"2-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;8/9/2000 0:00:00;8/9/2000 0:00:00;5/6/2000 0:00:00;"NO";10.56;;"VL1012";3.92;5.15;"DEFINITIVO";85.00;62.54;"Madera";2000
24674;"ESP000024674";"ESP000024674";"A DICHOSA";"VI-2";"3-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;15/9/2000 0:00:00;15/1/2001 0:00:00;28/8/2000 0:00:00;"NO";7.90;6.85;"VL0010";3.45;3.51;"DEFINITIVO";45.00;33.11;"Poliester";2000
24677;"ESP000024677";"ESP000024677";"KERMANTXO";"SS-1";"8-99";"EAXI";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"Alta Definitiva";;15/9/2000 0:00:00;27/3/2001 0:00:00;18/4/2000 0:00:00;"NO";38.30;31.50;"VL2440";228.21;262.00;"DEFINITIVO";960.00;706.40;"Acero";2000
24678;"ESP000024678";"ESP000024678";"AITA FRAXKU";"SS-1";"7-99   ";"EACD";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;15/9/2000 0:00:00;28/3/2001 0:00:00;5/9/2000 0:00:00;"NO";38.30;31.50;"VL2440";228.21;262.00;"DEFINITIVO";960.00;706.40;"ACERO";1999
24681;"ESP000024681";"ESP000024681";"O CAPRICHO";"FE-4";"3-00   ";"EA5198";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;15/9/2000 0:00:00;15/9/2000 0:00:00;12/5/2000 0:00:00;"NO";20.20;15.75;"VL1824";31.00;48.23;"DEFINITIVO";160.00;117.73;"MADERA";2000
24685;"ESP000024685";"ESP000024685";"SEMAR TRES";"VI-3";"3-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;19/9/2000 0:00:00;19/9/2000 0:00:00;3/7/2000 0:00:00;"NO";8.80;7.50;"VL0010";3.24;2.94;"DEFINITIVO";30.00;22.07;"POLIESTER";2000
24688;"ESP000024688";"ESP000024688";"HERMANOS RIVERO";"HU-3";"4-00   ";"EB5026";"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"ALTA DEFINITIVA";;3/10/2000 0:00:00;2/3/2001 0:00:00;27/8/2000 0:00:00;"NO";16.11;13.62;"VL1218";13.02;20.30;"DEFINITIVO";120.00;88.30;"POLIESTER";2000
24704;"ESP000024704";"ESP000024704";"SIEMPRE VIRGEN REGLA";"CA-5";"3-00";"EA4718";"3";"CERCO EN EL GOLFO DE CADIZ";"2";"CERCO";"Alta Definitiva";;3/10/2000 0:00:00;30/10/2001 0:00:00;17/8/2000 0:00:00;"NO";21.15;17.00;"VL1824";49.90;58.90;"DEFINITIVO";365.00;268.57;"Acero";2000
24705;"ESP000024705";"ESP000024705";"REPUNTA DOUS";"VI-4";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;3/10/2000 0:00:00;30/1/2001 0:00:00;2/5/2000 0:00:00;"NO";7.60;6.45;"VL0010";3.08;2.37;"DEFINITIVO";12.00;8.83;"MADERA";2000
24707;"ESP000024707";"ESP000024707";"HERMANOS ARIZA";"CA-5";"5-00   ";;"3";"ARTES MENORES  EN EL GOLFO DE CADIZ";"2";"MENORES";"ALTA DEFINITIVA";;6/10/2000 0:00:00;11/2/2002 0:00:00;1/9/2000 0:00:00;"NO";8.05;6.24;"VL0010";2.32;2.74;"DEFINITIVO";22.00;16.18;"MADERA";2000
24708;"ESP000024708";"ESP000024708";"O PERSEO";"CO-7";"5-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"Alta Definitiva";;6/10/2000 0:00:00;13/11/2000 0:00:00;3/7/2000 0:00:00;"NO";7.35;2.03;"VL0010";3.10;2.45;"DEFINITIVO";18.00;13.24;"Poliester";2000
24709;"ESP000024709";"ESP000024709";"GETO";"CO-7";"6-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;6/10/2000 0:00:00;6/10/2000 0:00:00;19/7/2000 0:00:00;"NO";6.30;5.16;"VL0010";1.27;1.11;"DEFINITIVO";8.00;5.88;"MADERA";2000
24713;"ESP000024713";"ESP000024713";"FARO DE GUIA";"GI-8";"5-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/10/2000 0:00:00;22/1/2001 0:00:00;27/9/2000 0:00:00;"NO";10.45;8.10;"VL1012";4.46;5.51;"DEFINITIVO";84.00;61.81;"ACERO";2000
24715;"ESP000024715";"ESP000024715";"LEDICIA";"FE-1";"3-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;10/10/2000 0:00:00;21/11/2000 0:00:00;28/9/2000 0:00:00;"NO";11.52;9.45;"VL1012";8.02;6.89;"DEFINITIVO";64.00;47.09;"ACERO";2000
24716;"ESP000024716";"ESP000024716";"COBIÑAS";"CO-3";"1-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;11/10/2000 0:00:00;11/10/2000 0:00:00;1/8/2000 0:00:00;"NO";8.90;7.10;"VL0010";3.47;4.54;"DEFINITIVO";22.00;16.18;"POLIESTER";2000
24717;"ESP000024717";"ESP000024717";"ANDUIZA ANAIAK";"BI-2";"6-00   ";"EA4906";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;11/10/2000 0:00:00;17/6/2002 0:00:00;25/8/2000 0:00:00;"NO";27.55;22.70;"VL2440";99.72;117.36;"DEFINITIVO";480.00;353.20;"ACERO";2000
24719;"ESP000024719";"ESP000024719";"EDUMA";"FE-1";"4-00   ";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"ALTA DEFINITIVA";;18/10/2000 0:00:00;3/1/2001 0:00:00;28/9/2000 0:00:00;"NO";11.00;8.85;"VL1012";5.95;6.53;"DEFINITIVO";140.00;103.01;"ACERO";2000
24724;"ESP000024724";"ESP000024724";"HERMANOS SAN SALVADOR";"GI-6";"6-99   ";"EAWS";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;23/10/2000 0:00:00;29/4/2002 0:00:00;29/8/2000 0:00:00;"NO";27.50;22.00;"VL2440";129.95;216.61;"DEFINITIVO";630.00;463.57;"ACERO";2000
24728;"ESP000024728";"ESP000024728";"UXIA CINCO";"VI-5";"11-00";;"3";"ARTES MENORES EN CANTABRICO NW";"1";"MENORES";"SINIESTRO";;23/10/2000 0:00:00;4/6/2019 0:00:00;26/9/2000 0:00:00;"NO";9.50;8.20;"VL0010";6.09;4.71;"DEFINITIVO";110.00;80.94;"Poliester";2000
24730;"ESP000024730";"ESP000024730";"PLAYA DE COVAS";"FE-2";"6-00   ";"EA4862";"3";"CERCO EN CANTABRICO NW";"1";"CERCO";"ALTA DEFINITIVA";;25/10/2000 0:00:00;25/10/2000 0:00:00;14/9/2000 0:00:00;"NO";21.30;17.00;"VL1824";39.20;80.00;"DEFINITIVO";280.00;206.03;"ACERO";2000
24732;"ESP000024732";"ESP000024732";"VILABOA UNO";"ST-4";"4-00   ";"EBRC";"3";"ARRASTRE DE FONDO EN CANTABRICO NW";"1";"ARRASTRE";"ALTA DEFINITIVA";;25/10/2000 0:00:00;7/3/2001 0:00:00;13/10/2000 0:00:00;"NO";28.50;25.00;"VL2440";143.89;224.00;"DEFINITIVO";644.99;474.60;"ACERO";2000
