ESPCOD;ESPDESTAX;PUECOD;PUEDES;ESPCAT;TIPPROCOD
30170;Todaropsis eblanae;1417;Gijón;1411;ENTERO
30170;Todaropsis eblanae;0907;A Coruña;0904;ENTERO
30170;Todaropsis eblanae;0918;A Coruña (Camiones);0904;ENTERO
30170;Todaropsis eblanae;0966;Cangas;0901;ENTERO
30170;Todaropsis eblanae;0914;Muros;0901;ENTERO
30170;Todaropsis eblanae;0926;Cillero;0901;ENTERO
30170;Todaropsis eblanae;0918;A Coruña (Camiones);0903;ENTERO
30170;Todaropsis eblanae;0918;A Coruña (Camiones);0902;ENTERO
30170;Todaropsis eblanae;0918;A Coruña (Camiones);0901;ENTERO
30170;Todaropsis eblanae;0922;Vigo;0901;ENTERO
30170;Todaropsis eblanae;0908;Cayón;0901;ENTERO
30170;Todaropsis eblanae;0921;Marín;0903;ENTERO
30170;Todaropsis eblanae;0921;Marín;0902;ENTERO
30170;Todaropsis eblanae;0921;Marín;0901;ENTERO
30170;Todaropsis eblanae;0116;Sanlúcar de Barrameda;0102;ENTERO
30170;Todaropsis eblanae;0106;Algeciras;0101;ENTERO
30170;Todaropsis eblanae;0112;Huelva;0101;ENTERO
30170;Todaropsis eblanae;0907;A Coruña;0903;ENTERO
30170;Todaropsis eblanae;0907;A Coruña;0902;ENTERO
30170;Todaropsis eblanae;0907;A Coruña;0901;ENTERO
30170;Todaropsis eblanae;0925;Burela;0903;ENTERO
30170;Todaropsis eblanae;0925;Burela;0902;ENTERO
30170;Todaropsis eblanae;0925;Burela;0901;ENTERO
30170;Todaropsis eblanae;0118;Puerto de Santa María;0101;ENTERO
30170;Todaropsis eblanae;0112;Huelva;0102;ENTERO
30170;Todaropsis eblanae;0103;Barbate;0101;ENTERO
30170;Todaropsis eblanae;0104;Conil de la Frontera;0101;ENTERO
30170;Todaropsis eblanae;0105;Tarifa;0101;ENTERO
30170;Todaropsis eblanae;0116;Sanlúcar de Barrameda;0101;ENTERO
30170;Todaropsis eblanae;0110;Isla Cristina;0101;ENTERO
30170;Todaropsis eblanae;0101;Cádiz;0101;ENTERO
30170;Todaropsis eblanae;0917;Santa Eugenia de Ribeira;0901;ENTERO
30177;Illex coindetii;1318;Ondarroa;1302;ENTERO
30177;Illex coindetii;1318;Ondarroa;1301;ENTERO
30177;Illex coindetii;0116;Sanlúcar de Barrameda;0103;ENTERO
30177;Illex coindetii;0116;Sanlúcar de Barrameda;0102;ENTERO
30177;Illex coindetii;0110;Isla Cristina;0103;ENTERO
30177;Illex coindetii;0110;Isla Cristina;0102;ENTERO
30177;Illex coindetii;9901;Desconocido Español;9901;ENTERO
30177;Illex coindetii;0114;Punta Umbría;0101;ENTERO
30177;Illex coindetii;0109;Ayamonte;0101;ENTERO
30177;Illex coindetii;0907;A Coruña;0904;ENTERO
30177;Illex coindetii;0918;A Coruña (Camiones);0904;ENTERO
30177;Illex coindetii;0966;Cangas;0901;ENTERO
30177;Illex coindetii;0955;Rianxo;0901;ENTERO
30177;Illex coindetii;0926;Cillero;0901;ENTERO
30177;Illex coindetii;0914;Muros;0901;ENTERO
30177;Illex coindetii;0922;Vigo;0901;ENTERO
30177;Illex coindetii;0908;Cayón;0901;ENTERO
30177;Illex coindetii;0907;A Coruña;0901;ENTERO
30177;Illex coindetii;0918;A Coruña (Camiones);0903;ENTERO
30177;Illex coindetii;0918;A Coruña (Camiones);0902;ENTERO
30177;Illex coindetii;0918;A Coruña (Camiones);0901;ENTERO
30177;Illex coindetii;0402;Santander;0401;ENTERO
30177;Illex coindetii;0921;Marín;0902;ENTERO
30177;Illex coindetii;0921;Marín;0901;ENTERO
30177;Illex coindetii;0907;A Coruña;0903;ENTERO
30177;Illex coindetii;0907;A Coruña;0902;ENTERO
30177;Illex coindetii;0925;Burela;0903;ENTERO
30177;Illex coindetii;0925;Burela;0902;ENTERO
30177;Illex coindetii;0925;Burela;0901;ENTERO
30177;Illex coindetii;1313;Pasajes;1301;ENTERO
30177;Illex coindetii;0904;Cedeira;0901;ENTERO
30177;Illex coindetii;0118;Puerto de Santa María;0101;ENTERO
30177;Illex coindetii;0112;Huelva;0101;ENTERO
30177;Illex coindetii;0103;Barbate;0101;ENTERO
30177;Illex coindetii;0104;Conil de la Frontera;0101;ENTERO
30177;Illex coindetii;0105;Tarifa;0101;ENTERO
30177;Illex coindetii;0116;Sanlúcar de Barrameda;0101;ENTERO
30177;Illex coindetii;0110;Isla Cristina;0101;ENTERO
30177;Illex coindetii;0101;Cádiz;0101;ENTERO
30177;Illex coindetii;0917;Santa Eugenia de Ribeira;0901;ENTERO
10191;Chlorophthalmus agassizi;0110;Isla Cristina;0101;ENTERO
10191;Chlorophthalmus agassizi;0116;Sanlúcar de Barrameda;0101;ENTERO
10050;Deania calcea;0921;Marín;0901;ENTERO
10050;Deania calcea;0907;A Coruña;0901;ENTERO
10050;Deania calcea;0922;Vigo;0901;ENTERO
10050;Deania calcea;0942;Camelle;0901;ENTERO
10050;Deania calcea;0405;San Vicente de la Barquera;0403;ENTERO
10050;Deania calcea;0405;San Vicente de la Barquera;0402;ENTERO
10050;Deania calcea;0405;San Vicente de la Barquera;0401;ENTERO
10051;Scymnodon ringens;0942;Camelle;0901;ENTERO
10507;Spondyliosoma cantharus;1313;Pasajes;1312;ENTERO
10507;Spondyliosoma cantharus;1313;Pasajes;1311;ENTERO
10507;Spondyliosoma cantharus;1320;Lequeitio;1301;ENTERO
10507;Spondyliosoma cantharus;1326;Santurce;1301;ENTERO
10507;Spondyliosoma cantharus;1313;Pasajes;1301;ENTERO
10507;Spondyliosoma cantharus;1322;Bermeo;1301;ENTERO
10507;Spondyliosoma cantharus;1417;Gijón;1414;ENTERO
10507;Spondyliosoma cantharus;1420;Luarca;1412;ENTERO
10507;Spondyliosoma cantharus;1420;Luarca;1411;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1314;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1313;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1312;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1311;ENTERO
10507;Spondyliosoma cantharus;0978;Redondela;0901;ENTERO
10507;Spondyliosoma cantharus;0951;Puebla del Caramiñal;0901;ENTERO
10507;Spondyliosoma cantharus;0407;Laredo;0401;ENTERO
10507;Spondyliosoma cantharus;0409;Santoña;0401;ENTERO
10507;Spondyliosoma cantharus;0408;Colindres;0401;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1301;ENTERO
10507;Spondyliosoma cantharus;1418;Avilés;1413;ENTERO
10507;Spondyliosoma cantharus;0907;A Coruña;0913;ENTERO
10507;Spondyliosoma cantharus;0907;A Coruña;0912;ENTERO
10507;Spondyliosoma cantharus;0907;A Coruña;0911;ENTERO
10507;Spondyliosoma cantharus;0106;Algeciras;0101;ENTERO
10507;Spondyliosoma cantharus;1418;Avilés;1412;ENTERO
10507;Spondyliosoma cantharus;0402;Santander;0412;ENTERO
10507;Spondyliosoma cantharus;0402;Santander;0411;ENTERO
10507;Spondyliosoma cantharus;1417;Gijón;1413;ENTERO
10507;Spondyliosoma cantharus;1418;Avilés;1411;ENTERO
10507;Spondyliosoma cantharus;1417;Gijón;1411;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1305;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1304;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1303;ENTERO
10507;Spondyliosoma cantharus;1411;Puerto de la Vega;1401;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1309;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1308;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1307;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1306;ENTERO
10507;Spondyliosoma cantharus;1318;Ondarroa;1302;ENTERO
10507;Spondyliosoma cantharus;0943;Corcubión;0901;ENTERO
10507;Spondyliosoma cantharus;1417;Gijón;1412;ENTERO
10507;Spondyliosoma cantharus;0922;Vigo;0902;ENTERO
10507;Spondyliosoma cantharus;0120;Chipiona;0101;ENTERO
10507;Spondyliosoma cantharus;0904;Cedeira;0903;ENTERO
10507;Spondyliosoma cantharus;0904;Cedeira;0902;ENTERO
10507;Spondyliosoma cantharus;0918;A Coruña (Camiones);0902;ENTERO
10507;Spondyliosoma cantharus;0907;A Coruña;0902;ENTERO
10507;Spondyliosoma cantharus;1405;Luanco;1401;ENTERO
10507;Spondyliosoma cantharus;0402;Santander;0402;ENTERO
10507;Spondyliosoma cantharus;0109;Ayamonte;0101;ENTERO
10507;Spondyliosoma cantharus;0967;Aldán-Hio;0901;ENTERO
10507;Spondyliosoma cantharus;0908;Cayón;0901;ENTERO
10507;Spondyliosoma cantharus;0918;A Coruña (Camiones);0901;ENTERO
10507;Spondyliosoma cantharus;0907;A Coruña;0901;ENTERO
10507;Spondyliosoma cantharus;0117;Rota;0101;ENTERO
10507;Spondyliosoma cantharus;0402;Santander;0401;ENTERO
10507;Spondyliosoma cantharus;0114;Punta Umbría;0101;ENTERO
10507;Spondyliosoma cantharus;1402;Tazones;1404;ENTERO
10507;Spondyliosoma cantharus;1402;Tazones;1403;ENTERO
10507;Spondyliosoma cantharus;1413;Viavélez;1401;ENTERO
10507;Spondyliosoma cantharus;1402;Tazones;1402;ENTERO
10507;Spondyliosoma cantharus;0904;Cedeira;0901;ENTERO
10507;Spondyliosoma cantharus;0922;Vigo;0901;ENTERO
10507;Spondyliosoma cantharus;0404;Comillas;0402;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0913;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0912;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0911;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0910;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0909;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0911;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0910;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0909;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0908;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0907;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0906;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0905;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0904;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0903;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0902;ENTERO
10507;Spondyliosoma cantharus;0941;Corme;0901;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0908;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0907;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0906;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0905;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0904;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0903;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0902;ENTERO
10507;Spondyliosoma cantharus;0917;Santa Eugenia de Ribeira;0901;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0913;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0913;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0912;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0911;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0910;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0909;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0908;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0907;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0913;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0912;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0911;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0910;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0909;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0913;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0912;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0911;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0910;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0909;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0913;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0912;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0906;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0905;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0904;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0903;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0902;ENTERO
10507;Spondyliosoma cantharus;0915;Portosín;0901;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0913;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0912;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0912;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0911;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0910;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0909;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0908;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0907;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0906;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0905;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0904;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0903;ENTERO
10507;Spondyliosoma cantharus;0906;Sada;0902;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0908;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0907;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0906;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0905;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0904;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0903;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0902;ENTERO
10507;Spondyliosoma cantharus;0976;A Garda;0901;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0911;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0910;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0909;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0908;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0911;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0910;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0909;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0908;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0907;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0906;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0905;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0904;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0903;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0902;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0908;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0907;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0906;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0905;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0904;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0903;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0902;ENTERO
10507;Spondyliosoma cantharus;0905;Ferrol;0901;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0913;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0912;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0911;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0910;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0909;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0908;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0907;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0906;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0907;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0906;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0905;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0904;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0903;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0902;ENTERO
10507;Spondyliosoma cantharus;0926;Cillero;0901;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0913;ENTERO
10507;Spondyliosoma cantharus;0914;Muros;0901;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0913;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0912;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0905;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0904;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0903;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0902;ENTERO
10507;Spondyliosoma cantharus;0974;Baiona;0901;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0913;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0912;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0912;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0911;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0910;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0909;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0908;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0911;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0910;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0909;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0908;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0907;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0906;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0905;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0904;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0903;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0902;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0910;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0909;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0908;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0907;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0906;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0905;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0904;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0903;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0902;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0901;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0911;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0910;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0909;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0908;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0907;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0906;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0905;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0904;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0903;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0902;ENTERO
10507;Spondyliosoma cantharus;0966;Cangas;0901;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0907;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0906;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0905;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0904;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0903;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0902;ENTERO
10507;Spondyliosoma cantharus;0925;Burela;0901;ENTERO
10507;Spondyliosoma cantharus;0913;Finisterre;0901;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0913;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0912;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0913;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0912;ENTERO
10507;Spondyliosoma cantharus;0903;Cariño;0911;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0913;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0912;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0911;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0910;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0909;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0908;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0911;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0910;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0909;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0908;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0907;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0907;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0906;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0905;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0904;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0903;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0902;ENTERO
10507;Spondyliosoma cantharus;0965;Bueu;0901;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0913;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0912;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0913;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0912;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0911;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0910;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0909;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0906;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0905;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0904;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0903;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0902;ENTERO
10507;Spondyliosoma cantharus;0912;Muxía;0901;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0913;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0911;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0910;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0909;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0908;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0907;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0906;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0905;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0904;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0903;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0902;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0908;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0907;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0906;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0905;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0904;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0903;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0902;ENTERO
10507;Spondyliosoma cantharus;0923;Ribadeo;0901;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0912;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0911;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0910;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0909;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0908;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0907;ENTERO
10507;Spondyliosoma cantharus;1402;Tazones;1401;ENTERO
10507;Spondyliosoma cantharus;1406;Candás;1401;ENTERO
10507;Spondyliosoma cantharus;0958;O Grove;0901;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0913;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0912;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0911;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0910;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0909;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0908;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0906;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0905;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0904;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0903;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0902;ENTERO
10507;Spondyliosoma cantharus;0911;Camariñas;0901;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0913;ENTERO
10507;Spondyliosoma cantharus;1418;Avilés;1401;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0907;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0906;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0905;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0904;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0903;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0902;ENTERO
10507;Spondyliosoma cantharus;0956;Vilaxoan;0901;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0913;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0912;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0911;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0910;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0909;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0908;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0907;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0906;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0905;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0904;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0903;ENTERO
10507;Spondyliosoma cantharus;0921;Marín;0902;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0912;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0911;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0910;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0909;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0908;ENTERO
10507;Spondyliosoma cantharus;0910;Lage;0907;ENTERO
10507;Spondyliosoma cantharus;1421;Tapia de Casariego;1401;ENTERO
10507;Spondyliosoma cantharus;0947;Porto do Son;0913;ENTERO
10507;Spondyliosoma cantharus;0947;Porto do Son;0912;ENTERO
10507;Spondyliosoma cantharus;0947;Porto do Son;0911;ENTERO
10507;Spondyliosoma cantharus;0947;Porto do Son;0910;ENTERO
10507;Spondyliosoma cantharus;0947;Porto do Son;0909;ENTERO
