ESPCOD;ESPDESTAX;PUECOD;PUEDES;ESPCAT;TIPPROCOD
10644;Acanthocybium solandri;9901;Desconocido Español;9901;ENTERO
10010;Alopias vulpinus;0118;Puerto de Santa María;0101;ENTERO
10010;Alopias vulpinus;0116;Sanlúcar de Barrameda;0101;ENTERO
10010;Alopias vulpinus;0112;Huelva;0101;ENTERO
10010;Alopias vulpinus;0110;Isla Cristina;0102;ENTERO
10010;Alopias vulpinus;0105;Tarifa;0101;ENTERO
10010;Alopias vulpinus;0104;Conil de la Frontera;0101;ENTERO
10010;Alopias vulpinus;0103;Barbate;0101;ENTERO
10010;Alopias vulpinus;0101;Cádiz;0101;ENTERO
10010;Alopias vulpinus;0109;Ayamonte;0101;ENTERO
10010;Alopias vulpinus;0114;Punta Umbría;0101;ENTERO
10010;Alopias vulpinus;0904;Cedeira;0901;ENTERO
10010;Alopias vulpinus;1418;Avilés;1401;ENTERO
10010;Alopias vulpinus;0913;Finisterre;0901;ENTERO
10010;Alopias vulpinus;0917;Santa Eugenia de Ribeira;0904;ENTERO
10010;Alopias vulpinus;0917;Santa Eugenia de Ribeira;0903;ENTERO
10010;Alopias vulpinus;0917;Santa Eugenia de Ribeira;0902;ENTERO
10010;Alopias vulpinus;0106;Algeciras;0101;ENTERO
10010;Alopias vulpinus;0917;Santa Eugenia de Ribeira;0901;ENTERO
10010;Alopias vulpinus;0925;Burela;0904;ENTERO
10010;Alopias vulpinus;0925;Burela;0903;ENTERO
10010;Alopias vulpinus;0925;Burela;0902;ENTERO
10010;Alopias vulpinus;0925;Burela;0901;ENTERO
10010;Alopias vulpinus;0912;Muxía;0904;ENTERO
10010;Alopias vulpinus;0912;Muxía;0903;ENTERO
10010;Alopias vulpinus;0912;Muxía;0902;ENTERO
10010;Alopias vulpinus;0912;Muxía;0901;ENTERO
10010;Alopias vulpinus;0406;Castro Urdiales;0401;ENTERO
10010;Alopias vulpinus;0110;Isla Cristina;0101;ENTERO
10020;Scyliorhinus spp;0907;A Coruña;0901;ENTERO
10020;Scyliorhinus spp;1411;Puerto de la Vega;1401;ENTERO
10020;Scyliorhinus spp;0405;San Vicente de la Barquera;0401;ENTERO
10020;Scyliorhinus spp;1405;Luanco;1401;ENTERO
10020;Scyliorhinus spp;1402;Tazones;1401;ENTERO
10020;Scyliorhinus spp;1418;Avilés;1401;ENTERO
10020;Scyliorhinus spp;0402;Santander;0411;ENTERO
10020;Scyliorhinus spp;0922;Vigo;0902;ENTERO
10020;Scyliorhinus spp;0922;Vigo;0901;ENTERO
10020;Scyliorhinus spp;1417;Gijón;1401;ENTERO
10020;Scyliorhinus spp;0402;Santander;0402;ENTERO
10020;Scyliorhinus spp;0402;Santander;0401;ENTERO
10020;Scyliorhinus spp;1423;Llanes;1401;ENTERO
10020;Scyliorhinus spp;1425;Lastres;1401;ENTERO
10020;Scyliorhinus spp;0112;Huelva;0101;ENTERO
10020;Scyliorhinus spp;0118;Puerto de Santa María;0101;ENTERO
10020;Scyliorhinus spp;0101;Cádiz;0101;ENTERO
10020;Scyliorhinus spp;0106;Algeciras;0101;ENTERO
10020;Scyliorhinus spp;1313;Pasajes;1301;ENTERO
10569;Symphodus melops;1418;Avilés;1411;ENTERO
10569;Symphodus melops;1418;Avilés;1401;ENTERO
10569;Symphodus melops;0907;A Coruña;0901;ENTERO
10569;Symphodus melops;0918;A Coruña (Camiones);0901;ENTERO
10569;Symphodus melops;0919;Cambados;0901;ENTERO
10569;Symphodus melops;0912;Muxía;0904;ENTERO
10569;Symphodus melops;0904;Cedeira;0901;ENTERO
10569;Symphodus melops;0942;Camelle;0901;ENTERO
10569;Symphodus melops;0913;Finisterre;0901;ENTERO
10569;Symphodus melops;0920;Portonovo;0901;ENTERO
10569;Symphodus melops;0910;Lage;0901;ENTERO
10569;Symphodus melops;0905;Ferrol;0903;ENTERO
10569;Symphodus melops;0905;Ferrol;0902;ENTERO
10569;Symphodus melops;0905;Ferrol;0901;ENTERO
10569;Symphodus melops;0912;Muxía;0903;ENTERO
10569;Symphodus melops;0912;Muxía;0902;ENTERO
10569;Symphodus melops;0912;Muxía;0901;ENTERO
10569;Symphodus melops;0911;Camariñas;0903;ENTERO
10569;Symphodus melops;0911;Camariñas;0902;ENTERO
10569;Symphodus melops;0911;Camariñas;0901;ENTERO
10569;Symphodus melops;0909;Malpica de Bergantiños;0903;ENTERO
10569;Symphodus melops;0909;Malpica de Bergantiños;0902;ENTERO
10569;Symphodus melops;0909;Malpica de Bergantiños;0901;ENTERO
10059;Centrophorus granulosus;0112;Huelva;0101;ENTERO
10059;Centrophorus granulosus;0116;Sanlúcar de Barrameda;0101;ENTERO
10059;Centrophorus granulosus;0110;Isla Cristina;0101;ENTERO
10059;Centrophorus granulosus;0106;Algeciras;0101;ENTERO
10724;Pontinus kuhlii;0922;Vigo;0901;ENTERO
10724;Pontinus kuhlii;0104;Conil de la Frontera;0101;ENTERO
30127;Tapes decussata;1417;Gijón;1401;ENTERO
30127;Tapes decussata;0910;Lage;0901;ENTERO
30127;Tapes decussata;1425;Lastres;1401;ENTERO
30127;Tapes decussata;1402;Tazones;1401;ENTERO
30127;Tapes decussata;0405;San Vicente de la Barquera;0401;ENTERO
30127;Tapes decussata;0974;Baiona;0902;ENTERO
30127;Tapes decussata;0978;Redondela;0901;ENTERO
30127;Tapes decussata;0921;Marín;0901;ENTERO
30127;Tapes decussata;0960;Sanjenjo;0901;ENTERO
30127;Tapes decussata;0951;Puebla del Caramiñal;0901;ENTERO
30127;Tapes decussata;0946;Noya;0901;ENTERO
30127;Tapes decussata;0914;Muros;0901;ENTERO
30127;Tapes decussata;0941;Corme;0901;ENTERO
30127;Tapes decussata;0974;Baiona;0901;ENTERO
30127;Tapes decussata;0966;Cangas;0901;ENTERO
30127;Tapes decussata;0905;Ferrol;0901;ENTERO
30127;Tapes decussata;0917;Santa Eugenia de Ribeira;0901;ENTERO
30127;Tapes decussata;0976;A Garda;0901;ENTERO
30127;Tapes decussata;0929;Vicedo;0901;ENTERO
30127;Tapes decussata;0935;Pontedeume;0901;ENTERO
30127;Tapes decussata;0934;Mugardos;0901;ENTERO
30127;Tapes decussata;0938;Miño;0901;ENTERO
30127;Tapes decussata;0931;Espasante;0901;ENTERO
30127;Tapes decussata;0943;Corcubión;0901;ENTERO
30127;Tapes decussata;0933;Barallobre;0901;ENTERO
30127;Tapes decussata;0907;A Coruña;0901;ENTERO
30127;Tapes decussata;0918;A Coruña (Camiones);0901;ENTERO
30127;Tapes decussata;0930;Santa Marta de Ortigueira;0901;ENTERO
30127;Tapes decussata;0902;Viveiro;0901;ENTERO
30127;Tapes decussata;0945;Lira-Carnota;0902;ENTERO
30127;Tapes decussata;0965;Bueu;0901;ENTERO
30127;Tapes decussata;0913;Finisterre;0901;ENTERO
30127;Tapes decussata;0402;Santander;0401;ENTERO
30127;Tapes decussata;0953;Vilagarcía de Arousa;0901;ENTERO
30127;Tapes decussata;0924;Foz;0901;ENTERO
30127;Tapes decussata;0967;Aldán-Hio;0901;ENTERO
30127;Tapes decussata;1313;Pasajes;1301;ENTERO
30127;Tapes decussata;0117;Rota;0101;ENTERO
30127;Tapes decussata;1406;Candás;1401;ENTERO
30127;Tapes decussata;0926;Cillero;0901;ENTERO
30127;Tapes decussata;0922;Vigo;0902;ENTERO
30127;Tapes decussata;0925;Burela;0901;ENTERO
30127;Tapes decussata;0922;Vigo;0901;ENTERO
30127;Tapes decussata;0904;Cedeira;0901;ENTERO
30127;Tapes decussata;0927;Barqueiro-Bares;0901;ENTERO
30127;Tapes decussata;0903;Cariño;0902;ENTERO
30127;Tapes decussata;0903;Cariño;0901;ENTERO
30127;Tapes decussata;0945;Lira-Carnota;0901;ENTERO
30127;Tapes decussata;0955;Rianxo;0901;ENTERO
30127;Tapes decussata;0956;Vilaxoan;0901;ENTERO
30127;Tapes decussata;0958;O Grove;0902;ENTERO
30127;Tapes decussata;0911;Camariñas;0901;ENTERO
30127;Tapes decussata;0923;Ribadeo;0901;ENTERO
30127;Tapes decussata;0906;Sada;0901;ENTERO
30127;Tapes decussata;1414;Figueras;1401;ENTERO
30127;Tapes decussata;0919;Cambados;0902;ENTERO
30127;Tapes decussata;0919;Cambados;0901;ENTERO
30127;Tapes decussata;0101;Cádiz;0101;ENTERO
30127;Tapes decussata;0118;Puerto de Santa María;0101;ENTERO
30127;Tapes decussata;0112;Huelva;0101;ENTERO
30127;Tapes decussata;0103;Barbate;0101;ENTERO
30127;Tapes decussata;0104;Conil de la Frontera;0101;ENTERO
30127;Tapes decussata;0105;Tarifa;0101;ENTERO
30127;Tapes decussata;0116;Sanlúcar de Barrameda;0101;ENTERO
30127;Tapes decussata;0110;Isla Cristina;0101;ENTERO
20178;Scyllaridae;0918;A Coruña (Camiones);0901;ENTERO
20178;Scyllaridae;0907;A Coruña;0901;ENTERO
20178;Scyllaridae;1414;Figueras;1401;ENTERO
20178;Scyllaridae;1411;Puerto de la Vega;1401;ENTERO
20178;Scyllaridae;1410;Oviñana;1401;ENTERO
20178;Scyllaridae;1406;Candás;1401;ENTERO
20178;Scyllaridae;1405;Luanco;1401;ENTERO
20178;Scyllaridae;1402;Tazones;1401;ENTERO
20178;Scyllaridae;1424;Ribadesella;1401;ENTERO
20178;Scyllaridae;1421;Tapia de Casariego;1401;ENTERO
20178;Scyllaridae;1420;Luarca;1401;ENTERO
20178;Scyllaridae;1413;Viavélez;1401;ENTERO
20012;Squillidae;0110;Isla Cristina;0101;ENTERO
30130;Venerupis corrugata;0910;Lage;0901;ENTERO
30130;Venerupis corrugata;0913;Finisterre;0901;ENTERO
30130;Venerupis corrugata;0953;Vilagarcía de Arousa;0901;ENTERO
30130;Venerupis corrugata;0405;San Vicente de la Barquera;0401;ENTERO
30130;Venerupis corrugata;0110;Isla Cristina;0101;ENTERO
30130;Venerupis corrugata;0978;Redondela;0901;ENTERO
30130;Venerupis corrugata;0922;Vigo;0901;ENTERO
30130;Venerupis corrugata;0921;Marín;0901;ENTERO
30130;Venerupis corrugata;0960;Sanjenjo;0901;ENTERO
30130;Venerupis corrugata;0951;Puebla del Caramiñal;0901;ENTERO
30130;Venerupis corrugata;0914;Muros;0901;ENTERO
30130;Venerupis corrugata;0974;Baiona;0901;ENTERO
30130;Venerupis corrugata;0966;Cangas;0901;ENTERO
30130;Venerupis corrugata;0965;Bueu;0901;ENTERO
30130;Venerupis corrugata;0905;Ferrol;0901;ENTERO
30130;Venerupis corrugata;1424;Ribadesella;1401;ENTERO
30130;Venerupis corrugata;0917;Santa Eugenia de Ribeira;0901;ENTERO
30130;Venerupis corrugata;0976;A Garda;0901;ENTERO
30130;Venerupis corrugata;1425;Lastres;1401;ENTERO
30130;Venerupis corrugata;1414;Figueras;1401;ENTERO
30130;Venerupis corrugata;0935;Pontedeume;0901;ENTERO
30130;Venerupis corrugata;0934;Mugardos;0901;ENTERO
30130;Venerupis corrugata;0938;Miño;0901;ENTERO
30130;Venerupis corrugata;0931;Espasante;0901;ENTERO
30130;Venerupis corrugata;0943;Corcubión;0901;ENTERO
30130;Venerupis corrugata;0933;Barallobre;0901;ENTERO
30130;Venerupis corrugata;0918;A Coruña (Camiones);0901;ENTERO
30130;Venerupis corrugata;0907;A Coruña;0901;ENTERO
30130;Venerupis corrugata;0930;Santa Marta de Ortigueira;0901;ENTERO
30130;Venerupis corrugata;0902;Viveiro;0901;ENTERO
30130;Venerupis corrugata;1418;Avilés;1401;ENTERO
30130;Venerupis corrugata;0967;Aldán-Hio;0901;ENTERO
30130;Venerupis corrugata;1313;Pasajes;1301;ENTERO
30130;Venerupis corrugata;0402;Santander;0401;ENTERO
30130;Venerupis corrugata;1417;Gijón;1401;ENTERO
30130;Venerupis corrugata;0906;Sada;0901;ENTERO
30130;Venerupis corrugata;1402;Tazones;1402;ENTERO
30130;Venerupis corrugata;0928;San Ciprián;0901;ENTERO
30130;Venerupis corrugata;0927;Barqueiro-Bares;0901;ENTERO
30130;Venerupis corrugata;0903;Cariño;0901;ENTERO
30130;Venerupis corrugata;0955;Rianxo;0901;ENTERO
30130;Venerupis corrugata;0956;Vilaxoan;0901;ENTERO
30130;Venerupis corrugata;0958;O Grove;0901;ENTERO
30130;Venerupis corrugata;0911;Camariñas;0901;ENTERO
30130;Venerupis corrugata;1402;Tazones;1401;ENTERO
30130;Venerupis corrugata;0919;Cambados;0901;ENTERO
10675;Stromateus fiatola;0103;Barbate;0101;ENTERO
10675;Stromateus fiatola;0101;Cádiz;0101;ENTERO
10675;Stromateus fiatola;0110;Isla Cristina;0101;ENTERO
10675;Stromateus fiatola;0116;Sanlúcar de Barrameda;0101;ENTERO
10303;Macrourus spp;1318;Ondarroa;1301;ENTERO
30093;Ostrea edulis;0935;Pontedeume;0901;ENTERO
30093;Ostrea edulis;0914;Muros;0901;ENTERO
30093;Ostrea edulis;1418;Avilés;1401;ENTERO
30093;Ostrea edulis;0905;Ferrol;0901;ENTERO
30093;Ostrea edulis;0917;Santa Eugenia de Ribeira;0901;ENTERO
30093;Ostrea edulis;0976;A Garda;0901;ENTERO
30093;Ostrea edulis;0933;Barallobre;0901;ENTERO
30093;Ostrea edulis;0966;Cangas;0901;ENTERO
30093;Ostrea edulis;0965;Bueu;0901;ENTERO
30093;Ostrea edulis;0907;A Coruña;0901;ENTERO
30093;Ostrea edulis;0918;A Coruña (Camiones);0901;ENTERO
30093;Ostrea edulis;0903;Cariño;0901;ENTERO
30093;Ostrea edulis;0923;Ribadeo;0901;ENTERO
30093;Ostrea edulis;0928;San Ciprián;0901;ENTERO
30093;Ostrea edulis;0904;Cedeira;0901;ENTERO
30093;Ostrea edulis;0927;Barqueiro-Bares;0901;ENTERO
30093;Ostrea edulis;0955;Rianxo;0901;ENTERO
30093;Ostrea edulis;0919;Cambados;0901;ENTERO
20085;Pandalidae;0903;Cariño;0901;ENTERO
20062;Penaeus notialis;0112;Huelva;0122;ENTERO
20062;Penaeus notialis;0112;Huelva;0121;ENTERO
20062;Penaeus notialis;0112;Huelva;0110;ENTERO
20062;Penaeus notialis;0112;Huelva;0109;ENTERO
20062;Penaeus notialis;0112;Huelva;0108;ENTERO
20062;Penaeus notialis;0112;Huelva;0107;ENTERO
20062;Penaeus notialis;0112;Huelva;0103;ENTERO
20062;Penaeus notialis;0112;Huelva;0102;ENTERO
20062;Penaeus notialis;0112;Huelva;0101;ENTERO
20062;Penaeus notialis;0112;Huelva;0104;ENTERO
20062;Penaeus notialis;0112;Huelva;0106;ENTERO
20062;Penaeus notialis;0112;Huelva;0105;ENTERO
10003;Petromyzon marinus;0921;Marín;0901;ENTERO
10003;Petromyzon marinus;0917;Santa Eugenia de Ribeira;0901;ENTERO
10003;Petromyzon marinus;0913;Finisterre;0901;ENTERO
10003;Petromyzon marinus;0909;Malpica de Bergantiños;0901;ENTERO
10003;Petromyzon marinus;0918;A Coruña (Camiones);0901;ENTERO
10003;Petromyzon marinus;0907;A Coruña;0901;ENTERO
10003;Petromyzon marinus;0919;Cambados;0901;ENTERO
20157;Polybius henslowi;0101;Cádiz;0101;ENTERO
30095;Crassostrea gigas;0927;Barqueiro-Bares;0901;ENTERO
30095;Crassostrea gigas;0929;Vicedo;0901;ENTERO
30095;Crassostrea gigas;1313;Pasajes;1301;ENTERO
30095;Crassostrea gigas;1313;Pasajes;1302;ENTERO
71042;Gelidium spp;0974;Baiona;0901;ENTERO
71042;Gelidium spp;0943;Corcubión;0901;ENTERO
71042;Gelidium spp;0905;Ferrol;0901;ENTERO
71042;Gelidium spp;1408;San Esteban de Pravia;1401;ENTERO
71042;Gelidium spp;1405;Luanco;1401;ENTERO
71042;Gelidium spp;1417;Gijón;1401;ENTERO
71042;Gelidium spp;1425;Lastres;1401;ENTERO
71042;Gelidium spp;1423;Llanes;1401;ENTERO
71042;Gelidium spp;0405;San Vicente de la Barquera;0401;ENTERO
71042;Gelidium spp;0401;Requejada;0401;ENTERO
71042;Gelidium spp;0402;Santander;0401;ENTERO
71042;Gelidium spp;0409;Santoña;0401;ENTERO
71042;Gelidium spp;0407;Laredo;0401;ENTERO
71042;Gelidium spp;0406;Castro Urdiales;0401;ENTERO
71042;Gelidium spp;1315;San Sebastián;1301;ENTERO
71042;Gelidium spp;0942;Camelle;0901;ENTERO
71042;Gelidium spp;0941;Corme;0901;ENTERO
30087;Littorina littorea;0926;Cillero;0901;ENTERO
30087;Littorina littorea;1420;Luarca;1401;ENTERO
30087;Littorina littorea;0912;Muxía;0901;ENTERO
30087;Littorina littorea;0974;Baiona;0901;ENTERO
30087;Littorina littorea;0919;Cambados;0901;ENTERO
30087;Littorina littorea;0976;A Garda;0901;ENTERO
30087;Littorina littorea;0931;Espasante;0901;ENTERO
30087;Littorina littorea;0933;Barallobre;0901;ENTERO
30087;Littorina littorea;0943;Corcubión;0901;ENTERO
30087;Littorina littorea;0911;Camariñas;0902;ENTERO
30087;Littorina littorea;0909;Malpica de Bergantiños;0901;ENTERO
30087;Littorina littorea;1313;Pasajes;1302;ENTERO
30087;Littorina littorea;1313;Pasajes;1301;ENTERO
30087;Littorina littorea;0918;A Coruña (Camiones);0901;ENTERO
30087;Littorina littorea;0907;A Coruña;0901;ENTERO
30087;Littorina littorea;0942;Camelle;0901;ENTERO
30087;Littorina littorea;0923;Ribadeo;0902;ENTERO
30087;Littorina littorea;0911;Camariñas;0901;ENTERO
30087;Littorina littorea;0924;Foz;0901;ENTERO
30087;Littorina littorea;0928;San Ciprián;0901;ENTERO
30087;Littorina littorea;0925;Burela;0901;ENTERO
30087;Littorina littorea;0904;Cedeira;0901;ENTERO
30087;Littorina littorea;1417;Gijón;1401;ENTERO
30087;Littorina littorea;0927;Barqueiro-Bares;0901;ENTERO
30087;Littorina littorea;0903;Cariño;0901;ENTERO
30087;Littorina littorea;0923;Ribadeo;0901;ENTERO
30087;Littorina littorea;1414;Figueras;1401;ENTERO
30087;Littorina littorea;1418;Avilés;1401;ENTERO
10290;Merluccius polli;0101;Cádiz;0107;EVISCERADO
10290;Merluccius polli;0101;Cádiz;0105;EVISCERADO
10290;Merluccius polli;0101;Cádiz;0103;ENTERO
10290;Merluccius polli;0101;Cádiz;0101;ENTERO
10290;Merluccius polli;0101;Cádiz;0106;HUEVAS
10290;Merluccius polli;0101;Cádiz;0102;ENTERO
10290;Merluccius polli;0101;Cádiz;0104;ENTERO
10172;Argentina silus;1417;Gijón;1412;ENTERO
10172;Argentina silus;1417;Gijón;1411;ENTERO
10172;Argentina silus;0402;Santander;0411;ENTERO
10172;Argentina silus;0402;Santander;0401;ENTERO
10172;Argentina silus;0925;Burela;0901;ENTERO
10172;Argentina silus;1418;Avilés;1401;ENTERO
10172;Argentina silus;1318;Ondarroa;1301;ENTERO
10172;Argentina silus;1425;Lastres;1401;ENTERO
10172;Argentina silus;1417;Gijón;1401;ENTERO
10603;Blenniidae;0918;A Coruña (Camiones);0901;ENTERO
10603;Blenniidae;0907;A Coruña;0901;ENTERO
10752;Bothidae;0110;Isla Cristina;0101;ENTERO
10752;Bothidae;0120;Chipiona;0101;ENTERO
10763;Reinhardtius hippoglossoides;0907;A Coruña;0901;ENTERO
10763;Reinhardtius hippoglossoides;0922;Vigo;0901;ENTERO
10763;Reinhardtius hippoglossoides;0402;Santander;0401;ENTERO
10074;Rhinobatos rhinobatos;0101;Cádiz;0101;ENTERO
10074;Rhinobatos rhinobatos;0118;Puerto de Santa María;0101;ENTERO
10074;Rhinobatos rhinobatos;0112;Huelva;0101;ENTERO
10074;Rhinobatos rhinobatos;0103;Barbate;0101;ENTERO
10074;Rhinobatos rhinobatos;0104;Conil de la Frontera;0101;ENTERO
10074;Rhinobatos rhinobatos;0105;Tarifa;0101;ENTERO
10074;Rhinobatos rhinobatos;0116;Sanlúcar de Barrameda;0101;ENTERO
10074;Rhinobatos rhinobatos;0110;Isla Cristina;0101;ENTERO
10272;Gaidropsarus biscayensis;0106;Algeciras;0101;ENTERO
20115;Palaemon serratus;1418;Avilés;1401;ENTERO
20115;Palaemon serratus;0915;Portosín;0901;ENTERO
20115;Palaemon serratus;1425;Lastres;1401;ENTERO
20115;Palaemon serratus;1424;Ribadesella;1401;ENTERO
20115;Palaemon serratus;1423;Llanes;1401;ENTERO
20115;Palaemon serratus;1406;Candás;1401;ENTERO
20115;Palaemon serratus;1405;Luanco;1401;ENTERO
20115;Palaemon serratus;1402;Tazones;1401;ENTERO
20115;Palaemon serratus;0406;Castro Urdiales;0401;ENTERO
20115;Palaemon serratus;0931;Espasante;0901;ENTERO
20115;Palaemon serratus;0955;Rianxo;0901;ENTERO
20115;Palaemon serratus;0943;Corcubión;0901;ENTERO
20115;Palaemon serratus;1417;Gijón;1401;ENTERO
20115;Palaemon serratus;0976;A Garda;0902;ENTERO
20115;Palaemon serratus;1417;Gijón;1402;ENTERO
20115;Palaemon serratus;0922;Vigo;0901;ENTERO
20115;Palaemon serratus;0913;Finisterre;0901;ENTERO
20115;Palaemon serratus;0967;Aldán-Hio;0901;ENTERO
20115;Palaemon serratus;0101;Cádiz;0102;ENTERO
20115;Palaemon serratus;0101;Cádiz;0101;ENTERO
20115;Palaemon serratus;0918;A Coruña (Camiones);0901;ENTERO
20115;Palaemon serratus;1405;Luanco;1402;ENTERO
20115;Palaemon serratus;1402;Tazones;1402;ENTERO
20115;Palaemon serratus;0927;Barqueiro-Bares;0901;ENTERO
20115;Palaemon serratus;0941;Corme;0901;ENTERO
20115;Palaemon serratus;0917;Santa Eugenia de Ribeira;0901;ENTERO
20115;Palaemon serratus;0907;A Coruña;0901;ENTERO
20115;Palaemon serratus;0928;San Ciprián;0901;ENTERO
20115;Palaemon serratus;0906;Sada;0901;ENTERO
20115;Palaemon serratus;0976;A Garda;0901;ENTERO
20115;Palaemon serratus;0905;Ferrol;0901;ENTERO
20115;Palaemon serratus;0914;Muros;0901;ENTERO
20115;Palaemon serratus;0974;Baiona;0901;ENTERO
20115;Palaemon serratus;0903;Cariño;0901;ENTERO
20115;Palaemon serratus;0966;Cangas;0901;ENTERO
20115;Palaemon serratus;0925;Burela;0901;ENTERO
20115;Palaemon serratus;0904;Cedeira;0901;ENTERO
20115;Palaemon serratus;0965;Bueu;0901;ENTERO
20115;Palaemon serratus;0912;Muxía;0901;ENTERO
20115;Palaemon serratus;0958;O Grove;0901;ENTERO
20115;Palaemon serratus;0911;Camariñas;0901;ENTERO
20115;Palaemon serratus;0956;Vilaxoan;0901;ENTERO
20115;Palaemon serratus;0921;Marín;0901;ENTERO
20115;Palaemon serratus;0910;Lage;0901;ENTERO
20115;Palaemon serratus;0947;Porto do Son;0901;ENTERO
20115;Palaemon serratus;0945;Lira-Carnota;0901;ENTERO
20115;Palaemon serratus;0920;Portonovo;0901;ENTERO
20115;Palaemon serratus;0909;Malpica de Bergantiños;0901;ENTERO
20115;Palaemon serratus;0942;Camelle;0901;ENTERO
20115;Palaemon serratus;0919;Cambados;0901;ENTERO
20005;Eriphia verrucosa;0101;Cádiz;0102;ENTERO
20005;Eriphia verrucosa;0101;Cádiz;0101;ENTERO
10037;Sphyrna zygaena;1425;Lastres;1401;ENTERO
10037;Sphyrna zygaena;1406;Candás;1401;ENTERO
10037;Sphyrna zygaena;1418;Avilés;1401;ENTERO
10037;Sphyrna zygaena;0101;Cádiz;0102;ENTERO
10037;Sphyrna zygaena;0118;Puerto de Santa María;0102;ENTERO
10037;Sphyrna zygaena;0112;Huelva;0102;ENTERO
10037;Sphyrna zygaena;0103;Barbate;0102;ENTERO
10037;Sphyrna zygaena;0104;Conil de la Frontera;0102;ENTERO
10037;Sphyrna zygaena;0105;Tarifa;0102;ENTERO
10037;Sphyrna zygaena;0116;Sanlúcar de Barrameda;0102;ENTERO
10037;Sphyrna zygaena;0110;Isla Cristina;0102;ENTERO
10037;Sphyrna zygaena;0101;Cádiz;0101;ENTERO
10037;Sphyrna zygaena;0118;Puerto de Santa María;0101;ENTERO
10037;Sphyrna zygaena;0112;Huelva;0101;ENTERO
10037;Sphyrna zygaena;0103;Barbate;0101;ENTERO
10037;Sphyrna zygaena;0104;Conil de la Frontera;0101;ENTERO
10037;Sphyrna zygaena;0105;Tarifa;0101;ENTERO
10037;Sphyrna zygaena;0116;Sanlúcar de Barrameda;0101;ENTERO
10037;Sphyrna zygaena;0110;Isla Cristina;0101;ENTERO
10581;Trachinus araneus;0104;Conil de la Frontera;0101;ENTERO
10256;Gadus macrocephalus;0402;Santander;0401;ENTERO
10254;Gadus spp;0918;A Coruña (Camiones);0901;HOJAS
10254;Gadus spp;0907;A Coruña;0901;HOJAS
10052;Squalidae;0104;Conil de la Frontera;0101;ENTERO
10052;Squalidae;1421;Tapia de Casariego;1401;ENTERO
10052;Squalidae;1420;Luarca;1401;ENTERO
10052;Squalidae;0409;Santoña;0401;ENTERO
10052;Squalidae;0925;Burela;0905;ENTERO
10052;Squalidae;1318;Ondarroa;1301;ENTERO
10052;Squalidae;1423;Llanes;1402;ENTERO
10052;Squalidae;1425;Lastres;1401;ENTERO
10052;Squalidae;1424;Ribadesella;1401;ENTERO
10052;Squalidae;1417;Gijón;1401;ENTERO
10052;Squalidae;1419;Cudillero;1401;EVISCERADO
10052;Squalidae;1411;Puerto de la Vega;1404;EVISCERADO
10052;Squalidae;1411;Puerto de la Vega;1403;EVISCERADO
10052;Squalidae;1411;Puerto de la Vega;1402;EVISCERADO
10052;Squalidae;1422;Bustio;1402;ENTERO
10052;Squalidae;1422;Bustio;1401;EVISCERADO
10052;Squalidae;0926;Cillero;0902;EVISCERADO
10052;Squalidae;0925;Burela;0904;EVISCERADO
10052;Squalidae;0903;Cariño;0902;ENTERO
10052;Squalidae;0926;Cillero;0901;ENTERO
10052;Squalidae;0974;Baiona;0902;ENTERO
10052;Squalidae;0974;Baiona;0901;ENTERO
10052;Squalidae;0925;Burela;0903;ENTERO
10052;Squalidae;0925;Burela;0902;ENTERO
10052;Squalidae;0913;Finisterre;0901;ENTERO
10052;Squalidae;0904;Cedeira;0901;ENTERO
10052;Squalidae;0925;Burela;0901;ENTERO
10052;Squalidae;0903;Cariño;0901;ENTERO
10052;Squalidae;0911;Camariñas;0901;ENTERO
10052;Squalidae;1412;Ortiguera;1401;ENTERO
10052;Squalidae;1418;Avilés;1401;ENTERO
10052;Squalidae;1411;Puerto de la Vega;1401;ENTERO
10052;Squalidae;1423;Llanes;1401;ENTERO
10052;Squalidae;0909;Malpica de Bergantiños;0901;ENTERO
10506;Dentex maroccanus;0101;Cádiz;0101;ENTERO
10506;Dentex maroccanus;0918;A Coruña (Camiones);0901;ENTERO
10506;Dentex maroccanus;0907;A Coruña;0901;ENTERO
30153;Sepiola rondeletii;0116;Sanlúcar de Barrameda;0101;ENTERO
30153;Sepiola rondeletii;0918;A Coruña (Camiones);0901;ENTERO
30153;Sepiola rondeletii;0907;A Coruña;0901;ENTERO
30153;Sepiola rondeletii;0943;Corcubión;0901;ENTERO
10431;Seriola dumerili;0922;Vigo;0901;ENTERO
10431;Seriola dumerili;0109;Ayamonte;0101;ENTERO
10431;Seriola dumerili;0921;Marín;0901;ENTERO
10431;Seriola dumerili;0106;Algeciras;0101;ENTERO
10431;Seriola dumerili;0114;Punta Umbría;0101;ENTERO
10431;Seriola dumerili;0120;Chipiona;0101;ENTERO
10431;Seriola dumerili;0117;Rota;0101;ENTERO
10431;Seriola dumerili;0101;Cádiz;0101;ENTERO
10431;Seriola dumerili;0118;Puerto de Santa María;0101;ENTERO
10431;Seriola dumerili;0112;Huelva;0101;ENTERO
10431;Seriola dumerili;0103;Barbate;0101;ENTERO
10431;Seriola dumerili;0104;Conil de la Frontera;0101;ENTERO
10431;Seriola dumerili;0105;Tarifa;0101;ENTERO
10431;Seriola dumerili;0116;Sanlúcar de Barrameda;0101;ENTERO
